"Fisher_pvalue" "genomic_RC_A" "genomic_RC_B" "transcript_RC_A" "transcript_RC_B"
"64" NA 20 0 8 2
"65" NA 0 25 0 9
"66" NA 0 41 0 9
"67" NA 12 0 15 0
"68" 0.623188405797101 8 3 12 2
"69" NA 0 13 1 10
"70" NA 26 0 29 0
"71" NA 0 29 0 17
"72" 0.653385002649708 3 20 3 11
"73" NA 34 0 14 0
"74" 1 15 2 13 2
"75" NA 20 0 19 0
"76" 1 3 28 1 7
"77" 0.551282051282051 18 3 7 0
"78" NA 0 38 0 13
"79" NA 25 0 9 0
"80" 1 1 17 1 10
"81" NA 11 0 5 0
"82" 0.542815674891147 33 2 18 0
"83" 0.0391063306548276 17 2 14 10
"84" 1 16 4 16 3
"85" 0.340115087603223 20 9 8 7
"86" NA 29 0 24 0
"87" 0.554838709677419 3 21 0 8
"88" NA 0 25 0 16
"89" 0.277677016684605 29 7 9 5
"90" NA 0 24 0 41
"91" 0.163584637268848 8 27 2 1
"92" 1 9 12 3 4
"93" NA 22 0 26 0
"94" 1 23 1 12 1
"95" 0.397232797267487 33 4 12 3
"96" 1 5 31 2 10
"97" 0.705810335352319 17 4 25 4
"98" 0.117559656194552 12 27 5 3
"99" NA 18 0 17 0
"100" 1 6 19 1 5
"101" NA 26 0 28 0
"102" NA 30 0 18 0
"103" 0.529411764705882 2 20 0 12
"104" 0.00363222901030352 25 8 4 10
"105" 0.612936083524319 3 17 1 15
"106" 1 4 28 1 11
"107" 1 12 12 8 9
"108" 1 13 5 14 4
"109" NA 31 0 8 0
"110" 0.492769744160178 12 12 7 4
"111" 0.332840102920746 31 4 8 3
"112" 0.573199768538281 2 36 2 14
"113" NA 0 25 1 26
"114" 0.37445375814397 2 17 3 10
"115" 0.115337702477087 4 38 2 3
"116" 1 14 8 11 7
"117" NA 0 25 0 14
"118" NA 0 32 0 10
"119" 0.521052631578947 2 11 0 7
"120" 0.650316995767909 8 22 1 7
"121" 1 1 36 0 9
"122" 0.700589926294759 9 25 2 10
"123" NA 33 0 19 4
"124" NA 27 0 43 4
"125" 0.101238281713789 13 3 14 13
"126" NA 19 0 12 0
"127" NA 22 0 12 0
"128" 0.176327822579001 7 8 1 7
"129" 1 4 18 1 7
"130" NA 0 31 0 7
"131" 1 21 8 22 9
"132" NA 0 10 0 25
"133" 1 7 7 11 13
"134" 1 19 1 18 0
"135" 1 9 5 18 8
"136" 0.183671546964095 5 14 10 9
"137" 1 27 1 11 0
"138" NA 0 23 0 10
"139" NA 0 39 0 38
"140" NA 0 24 0 10
"141" NA 0 18 0 21
"142" NA 27 0 15 0
"143" 1 12 13 2 2
"144" 0.620053267966154 29 3 25 1
"145" NA 0 19 0 18
"146" NA 0 24 0 14
"147" 1 17 2 22 2
"148" 0.555750082065872 26 4 9 0
"149" 0.516129032258065 18 2 12 0
"150" 0.569138606365821 5 30 0 7
"151" NA 19 0 24 1
"152" 0.187367637381542 12 13 11 4
"153" 0.313725490196078 1 14 1 2
"154" NA 0 32 0 15
"155" NA 35 0 4 0
"156" NA 0 21 0 15
"157" 0.736001354161629 7 12 8 9
"158" 0.658942681261133 6 33 2 8
"159" NA 0 28 0 7
"160" 1 22 1 12 0
"161" NA 0 34 1 20
"162" NA 20 0 10 0
"163" 1 1 25 0 3
"164" 0.543373841550993 8 13 11 11
"165" 1 23 3 13 2
"166" 1 1 23 0 3
"167" 0.689056400592274 6 10 5 5
"168" NA 0 25 0 11
"169" NA 13 0 14 0
"170" NA 32 0 7 0
"171" 1 6 36 1 7
"172" NA 0 21 0 23
"173" NA 0 19 1 11
"174" 0.691837270407563 16 2 24 6
"175" NA 14 0 6 0
"176" 1 3 21 1 5
"177" 1 1 28 0 20
"178" NA 15 0 8 0
"179" 0.538157894736842 24 3 13 0
"180" NA 29 0 8 0
"181" 0.698185466670899 12 25 4 5
"182" 1 9 2 8 2
"183" NA 0 12 0 5
"184" NA 17 0 22 0
"185" NA 0 17 0 16
"186" 1 19 4 7 2
"187" 0.0731652068861371 16 3 25 0
"188" 1 27 1 6 0
"189" NA 0 25 0 14
"190" NA 0 27 0 2
"191" 0.748348679528034 11 25 4 13
"192" 0.235116235116235 5 14 2 18
"193" 1 17 1 12 1
"194" 0.298498023715415 4 15 3 3
"195" NA 24 0 24 0
"196" 0.514813299540291 12 9 7 9
"197" NA 14 0 18 0
"198" 0.444836577314356 18 12 7 2
"199" 0.321633207042469 17 10 6 8
"200" 0.280030314513073 9 16 0 4
"201" 0.662796004259419 19 2 17 3
"202" 0.780787877951279 17 19 10 9
"203" 1 1 19 2 34
"204" NA 28 0 9 0
"205" 0.315365948795808 6 28 0 9
"206" 1 18 6 6 1
"207" 1 3 14 1 6
"208" 1 17 12 4 3
"209" NA 31 0 13 0
"210" 1 16 2 11 1
"211" 0.333387967919486 5 34 3 7
"212" 0.60655737704918 2 28 1 31
"213" NA 0 33 0 18
"214" 0.570158377327035 2 24 1 34
"215" NA 17 0 16 0
"216" 1 20 10 9 5
"217" 0.56531268264173 1 34 2 23
"218" NA 10 0 22 0
"219" 0.724671857619577 11 6 13 5
"220" 0.597523983328812 32 4 8 2
"221" 1 1 21 0 6
"222" 0.116265264741886 25 3 24 10
"223" 0.296537645685776 15 21 13 10
"224" 1 19 2 5 0
"225" NA 27 0 12 1
"226" 1 6 14 4 10
"227" 0.46965399886557 33 2 7 1
"228" NA 18 0 20 0
"229" 0.465022637564592 13 9 9 3
"230" NA 12 0 4 0
"231" NA 0 34 0 23
"232" 0.493620920299333 17 7 20 4
"233" NA 0 30 0 30
"234" 1 9 9 1 2
"235" 1 31 5 2 0
"236" NA 17 0 9 1
"237" NA 32 0 6 0
"238" 1 8 6 7 4
"239" 0.551814516129032 18 11 1 2
"240" 0.583926031294452 25 2 11 2
"241" 1 24 4 11 1
"242" 0.258142526356765 8 17 13 13
"243" NA 0 16 0 11
"244" 1 16 1 20 2
"245" 1 18 7 12 4
"246" 0.131016042780749 25 1 6 2
"247" NA 17 0 24 0
"248" 0.0329049508366397 25 1 5 3
"249" 1 10 27 6 14
"250" 0.218209691680214 4 18 4 6
"251" 1 18 7 2 1
"252" NA 0 26 0 13
"253" 0.633704355769018 4 23 1 16
"254" 0.163518952358301 12 18 2 11
"255" 0.10229476405947 6 6 0 5
"256" NA 25 0 28 0
"257" 1 4 31 0 7
"258" NA 24 0 30 0
"259" 1 22 2 24 2
"260" NA 0 37 0 16
"261" NA 0 25 0 8
"262" NA 0 20 0 16
"263" 0.0454545454545454 4 13 0 18
"264" NA 16 0 18 0
"265" 0.635707594629289 22 4 14 1
"266" 0.595555555555556 11 3 12 1
"267" 0.20373989117037 14 11 5 10
"268" 0.645439377085651 12 15 3 2
"269" NA 18 0 17 0
"270" 1 6 16 2 5
"271" 0.672327210255055 3 27 3 17
"272" NA 15 0 5 0
"273" NA 0 51 0 24
"274" 0.201063336322567 12 5 11 13
"275" NA 0 15 0 4
"276" NA 34 0 25 2
"277" NA 20 0 9 0
"278" 0.675816357555488 6 12 2 7
"279" 0.151597012553631 3 13 9 10
"280" 0.0527494684109493 34 2 32 9
"281" NA 0 28 0 24
"282" 0.728083756726693 9 15 4 10
"283" 0.0952380952380952 3 14 0 19
"284" NA 29 0 17 0
"285" NA 30 0 5 0
"286" NA 39 0 6 0
"287" 0.0108695652173913 1 21 2 0
"288" NA 27 0 11 0
"289" NA 22 0 12 0
"290" NA 41 0 11 0
"291" NA 28 0 13 2
"292" NA 35 0 17 0
"293" NA 21 0 1 0
"294" 1 24 1 8 0
"295" 1 1 16 0 5
"296" 0.217571030882853 7 17 10 10
"297" 0.00748418630617035 4 23 10 8
"298" 0.559063943101763 21 5 7 0
"299" 0.457310018677224 19 6 8 5
"300" 0.676599676599676 13 4 19 3
"301" NA 0 20 0 16
"302" 0.280795694860428 20 6 8 6
"303" NA 0 12 0 9
"304" 0.0166712477613479 21 6 3 7
"305" 0.0574177367904816 14 4 11 13
"306" NA 12 0 33 0
"307" NA 0 17 0 17
"308" NA 21 0 11 0
"309" 1 12 7 6 3
"310" 0.140426221537963 22 4 17 0
"311" 0.0766412823364993 9 15 0 7
"312" 1 18 3 14 3
"313" NA 0 31 0 18
"314" 0.666167129201357 5 33 3 11
"315" NA 23 0 16 0
"316" 0.236759816990883 3 31 2 6
"317" NA 0 22 0 20
"318" 0.747563786134404 19 13 7 7
"319" 1 5 32 2 15
"320" NA 0 17 0 19
"321" 0.394705801377129 10 20 1 7
"322" 0.669614467408585 3 19 3 12
"323" NA 41 0 12 0
"324" 0.614890885750963 24 2 13 2
"325" 1 25 1 4 0
"326" 0.221294925292772 5 5 10 3
"327" NA 0 36 0 5
"328" 0.699850074962519 11 4 9 5
"329" 0.1 27 1 11 3
"330" NA 26 0 10 0
"331" 0.752149208743492 11 7 11 9
"332" NA 0 17 0 16
"333" 0.391124668204288 10 17 7 21
"334" 1 4 24 4 31
"335" 0.32266617003045 7 12 5 18
"336" 1 1 25 0 14
"337" 0.0783951865709373 23 2 5 3
"338" 0.495469254620002 13 9 6 8
"339" NA 16 0 20 0
"340" 1 8 23 2 6
"341" NA 0 19 0 19
"342" 0.217613587747069 15 10 7 1
"343" 1 1 15 0 13
"344" 0.604362920405011 46 4 12 2
"345" 0.268472906403941 3 15 0 11
"346" 1 8 17 0 2
"347" 0.0587686478125642 24 13 19 2
"348" 0.0420781361906627 13 11 6 19
"349" 1 1 20 0 9
"350" 0.0953218432018207 3 38 5 14
"351" 0.213756898640463 8 5 3 7
"352" NA 0 23 0 17
"353" 0.479904438212816 10 30 5 8
"354" 1 3 16 0 5
"355" 0.14986559139785 6 17 0 9
"356" 0.420348535409715 11 13 2 6
"357" 1 6 27 2 8
"358" 1 16 3 3 0
"359" 1 10 22 2 3
"360" NA 0 19 0 21
"361" NA 0 11 0 16
"362" NA 0 29 0 15
"363" 1 21 1 16 1
"364" NA 19 0 22 0
"365" NA 37 0 23 0
"366" 0.131016042780749 1 25 2 6
"367" 1 18 2 3 0
"368" 0.656292179204679 7 26 1 9
"369" NA 0 31 0 9
"370" 0.246473466563422 11 8 9 2
"371" 1 19 1 25 2
"372" 0.216638144947378 9 15 1 8
"373" NA 0 21 0 23
"374" 0.345219593974473 6 9 1 7
"375" 1 12 15 3 3
"376" NA 27 0 0 0
"377" NA 23 0 20 0
"378" 0.737467413378689 22 12 7 5
"379" NA 36 0 8 0
"380" 0.154307254974663 18 7 8 0
"381" 0.710381651279623 8 6 10 5
"382" NA 26 0 11 0
"383" 1 15 9 10 7
"384" 0.653385002649709 20 3 11 3
"385" NA 24 0 10 0
"386" 1 11 3 12 3
"387" NA 0 29 0 13
"388" 0.382868937048504 5 19 1 13
"389" 0.580602006688963 18 4 4 2
"390" NA 0 33 0 14
"391" NA 16 0 16 0
"392" 0.0147729671927483 23 5 6 8
"393" 0.151197078396269 1 25 4 16
"394" 1 3 24 2 20
"395" 0.163584637268848 1 27 2 8
"396" 1 17 5 4 1
"397" NA 0 24 0 12
"398" 0.728106304302077 13 12 5 7
"399" 0.515325670498084 2 21 1 5
"400" 0.490467773312096 22 8 18 3
"401" NA 19 0 3 0
"402" 0.453314794215795 9 5 14 4
"403" 1 17 1 14 0
"404" 1 3 21 1 8
"405" NA 13 0 9 0
"406" 1 6 9 4 7
"407" NA 0 31 2 15
"408" 0.534376229495897 15 4 25 12
"409" 0.332406144665451 4 27 3 7
"410" 0.140936602236912 21 1 12 4
"411" 1 14 6 8 4
"412" NA 30 0 9 0
"413" 0.194607002320654 1 26 5 24
"414" 0.607879924953096 19 3 19 1
"415" 1 25 14 4 2
"416" NA 23 0 13 0
"417" NA 19 0 17 0
"418" 0.478260869565217 10 12 1 0
"419" NA 0 16 2 11
"420" 0.0630909663325463 4 24 10 16
"421" 0.650222118307225 5 30 1 16
"422" NA 0 22 0 13
"423" 0.226492467439418 22 7 15 1
"424" NA 0 19 0 9
"425" NA 24 0 13 0
"426" 1 6 15 3 10
"427" 0.262330677978983 5 7 13 6
"428" 0.496774193548387 2 16 0 13
"429" NA 0 32 0 22
"430" NA 28 0 26 0
"431" 1 25 1 8 0
"432" 0.278090205074009 5 22 6 10
"433" 0.345989904756997 23 12 7 7
"434" NA 0 24 0 19
"435" 0.142450592885376 14 5 2 4
"436" 0.613086770981508 1 16 3 18
"437" NA 0 10 0 11
"438" 1 5 9 5 12
"439" 1 1 14 0 12
"440" 0.380413707675025 17 16 12 6
"441" 0.108114074830717 15 4 5 6
"442" 1 8 8 1 2
"443" 1 12 6 4 2
"444" NA 29 0 12 0
"445" NA 0 34 0 9
"446" 1 12 16 4 4
"447" 0.073627292466674 13 13 18 5
"448" NA 18 0 6 0
"449" NA 0 28 0 21
"450" 1 2 23 0 8
"451" 1 31 2 13 0
"452" 0.176805272352023 6 31 6 12
"453" 1 22 1 9 0
"454" 0.648481973434535 3 19 3 10
"455" NA 0 13 0 5
"456" NA 0 24 0 22
"457" 0.794302021086194 20 19 13 10
"458" 1 21 8 7 2
"459" NA 12 0 13 0
"460" 1 4 42 2 17
"461" 0.460491455152189 13 6 13 3
"462" 0.462770652528065 33 5 15 4
"463" 0.232800194289283 13 21 1 7
"464" NA 17 0 20 0
"465" 0.0263323823781016 30 2 10 5
"466" 0.00920963754392416 18 13 16 1
"467" 0.135874877810362 16 4 13 0
"468" NA 0 20 0 18
"469" NA 0 18 0 11
"470" 0.120305764668094 17 9 12 1
"471" NA 30 0 26 0
"472" 1 21 3 17 2
"473" 0.248708189125455 22 13 8 10
"474" 0.696049024350911 29 6 18 2
"475" NA 21 0 14 0
"476" 0.584017515051998 8 18 2 2
"477" NA 19 0 21 0
"478" NA 0 28 0 18
"479" NA 0 35 0 9
"480" 0.573456133146458 18 13 10 11
"481" 0.71078786443084 38 8 18 2
"482" NA 25 0 8 0
"483" 1 20 4 7 2
"484" 0.295693532022021 13 28 5 5
"485" NA 0 24 0 5
"486" 1 29 1 14 1
"487" 0.108338594434256 9 9 5 16
"488" NA 25 0 13 0
"489" 1 26 3 14 2
"490" NA 0 23 0 10
"491" NA 0 34 0 16
"492" NA 0 17 0 12
"493" 1 6 5 10 9
"494" NA 0 21 0 1
"495" 1 1 28 1 15
"496" 1 6 20 2 10
"497" NA 0 36 0 29
"498" NA 23 0 9 0
"499" 1 7 11 5 7
"500" 0.164860681114551 8 7 1 6
"501" 0.583926031294453 2 25 2 11
"502" 0.159491490813733 10 10 10 3
"503" NA 0 21 0 19
"504" NA 0 34 0 21
"505" NA 0 30 0 10
"506" 1 12 1 28 3
"507" 0.212540077209972 16 12 7 1
"508" 0.0510581660971512 2 37 3 7
"509" 1 20 3 6 0
"510" 1 22 1 22 0
"511" 0.570264457555155 20 10 21 7
"512" 0.220360063605884 5 29 8 20
"513" 1 2 35 2 30
"514" NA 28 0 8 0
"515" 0.6477680688207 22 4 12 1
"516" 0.658208007902186 5 25 3 8
"517" 0.399233716475096 11 5 12 2
"518" NA 0 18 0 9
"519" NA 27 0 15 0
"520" 0.029244744873221 13 8 11 0
"521" NA 0 21 0 22
"522" NA 0 18 1 11
"523" 1 1 13 1 11
"524" NA 0 20 1 11
"525" 0.0535999562315352 16 15 1 8
"526" 1 12 1 13 0
"527" 0.179047619745957 18 5 10 8
"528" 0.708181608051769 43 5 20 3
"529" NA 0 23 0 17
"530" 0.142134577872354 15 5 6 7
"531" NA 0 24 0 6
"532" 0.732003654902239 31 7 14 4
"533" 0.737986306385978 10 9 7 9
"534" 1 16 2 11 2
"535" 1 8 10 5 6
"536" 0.100601604278075 1 26 2 5
"537" NA 41 0 18 0
"538" 1 6 1 26 3
"539" 0.608510638297872 1 22 3 21
"540" 1 16 2 15 1
"541" NA 0 34 0 16
"542" NA 28 0 31 0
"543" 1 32 3 10 0
"544" NA 29 0 27 1
"545" 0.510335028820302 29 8 12 6
"546" 1 32 4 21 3
"547" 0.744205273126296 11 12 6 9
"548" 0.134149054505005 9 15 7 3
"549" NA 0 30 0 10
"550" NA 0 28 0 13
"551" NA 0 31 0 11
"552" NA 26 0 13 3
"553" 1 12 13 8 7
"554" NA 0 31 0 7
"555" 1 19 1 12 0
"556" NA 16 0 13 0
"557" 1 16 22 3 5
"558" 1 3 15 2 16
"559" NA 0 44 0 10
"560" NA 41 0 10 0
"561" 1 11 23 4 8
"562" 1 24 10 10 4
"563" NA 0 20 0 19
"564" 0.669614467408585 12 3 19 3
"565" 1 11 13 5 5
"566" NA 40 0 30 0
"567" NA 37 0 31 1
"568" NA 28 0 14 0
"569" NA 0 26 0 22
"570" 0.660228536758014 2 14 4 14
"571" 0.367618230825778 3 36 3 15
"572" NA 0 23 0 5
"573" NA 35 0 23 0
"574" 0.395014398223641 22 5 14 1
"575" 1 11 3 5 1
"576" 0.717831406877207 6 8 6 12
"577" NA 21 0 21 0
"578" 1 1 26 0 9
"579" NA 0 19 0 15
"580" 0.42120309680805 27 8 10 1
"581" 0.776787211622698 13 16 8 12
"582" 1 7 9 6 7
"583" NA 21 0 7 0
"584" 0.700038138825324 10 7 5 6
"585" NA 0 21 0 28
"586" 1 3 16 4 18
"587" NA 30 0 5 0
"588" 1 17 4 14 4
"589" 1 2 26 0 11
"590" 0.720553701643802 6 11 5 14
"591" 0.68076969353203 21 17 5 2
"592" 0.00446922345040881 13 12 20 2
"593" 0.271762275544255 3 9 1 18
"594" 0.26380401130704 11 5 5 6
"595" 0.570273003033367 5 31 0 10
"596" NA 23 0 14 0
"597" NA 18 0 11 0
"598" 0.656407322654462 7 11 4 3
"599" NA 32 0 9 0
"600" NA 23 0 7 0
"601" 1 5 27 1 9
"602" 0.140540540540541 27 1 7 2
"603" 1 1 23 0 6
"604" 1 1 20 1 14
"605" NA 43 0 7 0
"606" 1 14 13 6 5
"607" NA 36 0 16 2
"608" 0.384123322953908 16 6 4 4
"609" 0.30405737302289 5 18 0 7
"610" NA 35 0 6 0
"611" 0.722960697070819 7 15 6 8
"612" 1 14 13 6 5
"613" NA 0 25 0 29
"614" 1 3 27 0 8
"615" 0.0795884315906563 15 5 6 9
"616" 1 3 25 1 9
"617" 1 14 12 7 6
"618" NA 0 22 0 10
"619" NA 39 0 15 0
"620" NA 15 0 7 0
"621" 1 1 11 1 17
"622" 0.253443771379947 10 9 13 25
"623" NA 0 21 1 16
"624" NA 0 8 0 8
"625" NA 41 0 12 0
"626" NA 25 0 45 3
"627" 0.272727272727273 1 8 0 24
"628" 0.724055714078445 9 13 6 6
"629" 0.571551651231307 13 11 11 15
"630" 0.624768261030775 6 20 2 4
"631" 1 30 1 14 0
"632" NA 24 0 4 0
"633" 1 19 1 12 0
"634" 1 3 33 0 5
"635" 1 4 10 3 9
"636" 1 23 2 8 1
"637" 1 1 15 0 4
"638" 0.53989703989704 3 23 0 11
"639" 0.386396586621616 11 25 5 21
"640" 0.381932532875929 2 45 1 7
"641" NA 14 0 18 0
"642" 1 14 19 5 7
"643" NA 23 0 22 0
"644" 1 6 21 3 8
"645" 1 4 26 1 13
"646" 1 23 6 24 5
"647" 1 15 3 8 1
"648" 0.681659170414793 10 5 12 3
"649" NA 0 16 0 15
"650" NA 0 25 0 4
"651" 0.392159103922378 37 5 26 1
"652" 0.237180933696568 10 16 11 8
"653" 0.696635827421903 6 23 4 9
"654" NA 0 30 0 9
"655" 0.499465240641711 2 26 1 6
"656" 0.550076862684724 6 16 9 16
"657" NA 21 0 11 0
"658" 1 16 5 8 3
"659" NA 0 27 0 9
"660" 1 1 16 0 5
"661" 1 2 14 5 27
"662" NA 19 0 18 0
"663" NA 36 0 10 0
"664" 1 2 41 0 5
"665" 0.386521026887917 7 9 29 20
"666" 0.0600937735033844 3 15 5 3
"667" 0.466657206558154 6 10 7 6
"668" NA 0 43 2 13
"669" 0.177500951415904 43 7 19 0
"670" 1 20 5 9 2
"671" NA 0 22 0 13
"672" NA 52 0 7 0
"673" 1 1 27 2 28
"674" 0.515412048354632 6 21 6 38
"675" 0.357487922705314 13 2 8 4
"676" NA 0 28 0 21
"677" NA 0 25 0 15
"678" 0.103815492399558 22 4 14 9
"679" NA 0 22 0 16
"680" 1 19 13 8 5
"681" NA 0 15 0 22
"682" NA 32 0 14 0
"683" 1 18 11 9 5
"684" 0.656407322654462 7 11 4 3
"685" 0.609929078014184 22 1 22 3
"686" 0.573199768538281 36 2 14 2
"687" 0.697188626530407 12 9 7 3
"688" NA 24 0 4 0
"689" 0.476190476190476 1 9 0 11
"690" 3.2122283919613e-05 4 31 10 3
"691" NA 0 52 0 17
"692" 1 1 22 0 1
"693" NA 0 37 0 13
"694" NA 20 0 14 0
"695" NA 29 0 13 0
"696" NA 40 0 26 0
"697" 0.587041023573531 4 26 2 6
"698" 0.0841025641025641 1 18 3 6
"699" 0.515723270440252 31 2 21 0
"700" 0.351851851851852 18 1 35 0
"701" NA 0 27 0 17
"702" 1 16 4 4 1
"703" 1 3 14 0 5
"704" 1 8 11 10 12
"705" 0.361848059061681 4 5 8 3
"706" 0.0317764194825664 4 18 5 3
"707" NA 0 25 0 23
"708" 0.148565203939566 5 24 0 15
"709" NA 19 0 11 0
"710" NA 0 14 0 16
"711" NA 15 0 12 0
"712" 1 11 10 9 10
"713" 0.431998286571 6 5 13 5
"714" 0.217156464462193 17 14 5 10
"715" NA 34 0 26 0
"716" NA 0 29 0 12
"717" NA 0 6 3 8
"718" NA 19 0 19 0
"719" NA 22 0 21 0
"720" NA 19 0 13 0
"721" NA 35 0 10 0
"722" 1 3 20 0 5
"723" 0.504791473863331 11 22 6 7
"724" 0.532724455184961 13 19 8 7
"725" 0.0256410256410257 5 18 5 2
"726" 1 10 1 4 0
"727" 1 10 12 6 9
"728" 1 4 25 1 7
"729" 1 20 4 5 1
"730" NA 0 36 0 17
"731" NA 11 0 20 0
"732" 1 21 18 2 2
"733" 1 33 1 21 0
"734" 0.288387479016491 28 2 9 2
"735" 1 18 2 12 1
"736" 0.574005479250725 29 6 8 0
"737" 0.372695103245388 6 23 3 5
"738" 0.224521072796935 2 21 2 5
"739" 1 3 13 3 16
"740" 0.568914164774479 10 33 0 5
"741" 0.647170390204446 3 11 3 22
"742" 0.0587497588269342 26 3 44 0
"743" 1 19 2 2 0
"744" 0.275993640699523 4 19 0 14
"745" NA 0 29 0 7
"746" NA 34 0 11 0
"747" 0.511803360127106 11 4 17 11
"748" NA 20 0 16 2
"749" NA 0 35 0 7
"750" 1 2 27 1 22
"751" 0.0652756516337176 9 24 14 13
"752" NA 23 0 9 0
"753" NA 0 25 0 10
"754" NA 22 0 12 0
"755" NA 0 31 0 10
"756" 0.047621614628256 2 25 3 4
"757" NA 27 0 11 0
"758" NA 19 0 15 2
"759" 1 3 30 1 8
"760" 1 17 2 13 2
"761" 0.2021374259107 11 8 6 11
"762" 0.481481481481482 12 1 14 0
"763" 0.721023359288098 15 9 6 5
"764" NA 0 39 0 17
"765" 0.352023275536331 9 18 5 22
"766" NA 20 0 20 0
"767" 0.730044371026933 28 7 13 5
"768" 0.268292682926829 3 22 0 16
"769" NA 0 21 0 12
"770" NA 0 26 0 8
"771" 1 1 24 1 16
"772" 0.236629263510063 7 30 1 20
"773" NA 0 32 0 15
"774" 1 8 17 7 18
"775" 0.471611933395005 37 2 8 1
"776" NA 56 0 14 0
"777" NA 0 18 0 8
"778" NA 27 0 4 0
"779" 0.410714285714286 22 1 33 0
"780" 0.0889736743758713 11 26 0 9
"781" NA 0 20 0 27
"782" NA 0 13 0 4
"783" 1 3 31 1 11
"784" 1 4 17 2 7
"785" NA 27 0 17 0
"786" 0.162637362637363 2 34 3 13
"787" 0.61484593837535 8 5 4 1
"788" 0.248714104486218 11 7 10 2
"789" NA 0 14 0 13
"790" 0.285854241338112 6 7 16 7
"791" 1 3 17 2 12
"792" 0.223024707519864 20 3 10 5
"793" NA 0 20 0 25
"794" 0.673141132743649 22 7 6 3
"795" 0.537695590327169 3 23 0 12
"796" 0.160248447204969 12 8 1 5
"797" 1 10 16 1 1
"798" 0.350946536301227 8 10 1 5
"799" 1 10 15 4 8
"800" 1 20 2 23 2
"801" 1 3 38 0 3
"802" NA 0 12 0 6
"803" 0.556137059346302 4 27 0 10
"804" NA 42 0 13 0
"805" 0.300306379253748 2 27 2 9
"806" NA 27 0 22 1
"807" NA 0 24 0 9
"808" 1 7 14 3 7
"809" NA 19 0 21 0
"810" 0.22186068021482 7 18 1 12
"811" NA 0 13 0 8
"812" NA 0 18 2 15
"813" NA 24 0 22 0
"814" 0.513201119756262 30 9 18 3
"815" NA 0 11 0 18
"816" 0.0648539711906966 34 1 11 3
"817" NA 0 32 0 6
"818" 0.49221955334443 11 6 20 6
"819" NA 43 0 19 0
"820" NA 10 0 14 0
"821" NA 0 29 0 20
"822" 0.269825268817204 1 41 2 20
"823" 1 16 13 5 4
"824" 1 5 16 3 13
"825" NA 0 19 0 19
"826" 1 2 12 2 8
"827" NA 0 16 0 13
"828" NA 12 0 23 0
"829" NA 0 11 0 17
"830" 0.645555246570263 4 19 3 7
"831" 1 27 1 12 0
"832" 0.234234234234234 3 17 0 17
"833" NA 15 0 20 0
"834" 1 21 5 11 3
"835" NA 0 24 0 16
"836" 0.674884247581251 4 26 2 24
"837" 1 15 9 8 4
"838" NA 18 0 23 0
"839" 0.137880986937591 33 1 17 3
"840" 0.760109163604174 15 9 17 7
"841" NA 24 0 7 0
"842" 1 23 5 7 1
"843" 0.762212082951031 18 13 11 6
"844" NA 0 14 4 10
"845" 0.130602723449264 7 21 6 5
"846" NA 0 34 0 3
"847" 0.252903422883066 11 28 1 12
"848" 0.463414634146341 1 18 0 22
"849" NA 0 20 0 13
"850" 0.539243365330322 14 6 4 0
"851" NA 23 0 8 0
