"Fisher_pvalue" "genomic_RC_A" "genomic_RC_B" "transcript_RC_A" "transcript_RC_B"
"224" 0.390714238977015 1 8 8 18
"225" NA 10 0 27 0
"226" 0.362197700541826 21 1 23 4
"227" 1 6 24 3 10
"228" 0.0275438317707505 12 6 13 0
"229" NA 0 28 0 23
"230" 0.273646565544457 2 12 2 38
"231" NA 0 15 0 31
"232" 0.0222641286546311 3 27 9 15
"233" NA 23 0 19 0
"234" NA 0 16 0 33
"235" NA 15 0 40 0
"236" 0.710381651279623 5 9 7 8
"237" 0.51535139143593 11 5 12 9
"238" 0.705653340370322 17 2 32 6
"239" 0.699850074962519 9 5 11 4
"240" 1 6 9 11 15
"241" NA 0 14 0 26
"242" NA 0 7 0 24
"243" NA 19 0 38 0
"244" 0.0514963880288957 7 7 0 6
"245" 0.428307982231794 4 6 9 6
"246" NA 0 7 0 49
"247" NA 0 22 0 27
"248" NA 11 0 18 0
"249" NA 8 0 43 0
"250" NA 0 12 0 14
"251" NA 0 8 0 23
"252" 1 6 11 7 13
"253" 0.0987028087392761 5 11 4 37
"254" NA 0 32 0 42
"255" NA 0 9 0 14
"256" NA 13 0 10 0
"257" NA 0 14 0 42
"258" NA 0 18 0 24
"259" 0.12 7 2 16 0
"260" NA 22 0 27 0
"261" NA 7 0 10 3
"262" NA 0 16 0 16
"263" NA 17 0 27 1
"264" 1 12 1 20 1
"265" NA 8 0 17 0
"266" NA 0 12 0 26
"267" NA 8 0 16 0
"268" NA 15 0 13 2
"269" 0.480585432321021 12 3 15 7
"270" 1 19 3 37 5
"271" NA 16 0 33 0
"272" NA 0 17 0 12
"273" 1 17 1 16 2
"274" NA 0 8 1 32
"275" 0.689676839869395 2 14 5 21
"276" 0.559666975023127 10 1 34 2
"277" NA 7 0 44 0
"278" NA 0 9 0 21
"279" NA 0 11 0 17
"280" NA 0 8 0 22
"281" NA 4 0 35 0
"282" NA 0 20 0 21
"283" NA 0 7 0 19
"284" NA 0 13 1 29
"285" 1 6 12 13 24
"286" 0.723350035318271 5 5 20 14
"287" 0.678371203343456 3 19 3 29
"288" NA 0 4 0 31
"289" NA 13 0 15 0
"290" 0.790529695454018 9 9 27 33
"291" 1 2 5 2 3
"292" NA 0 15 0 27
"293" 0.167635515678624 9 4 29 3
"294" NA 3 0 17 0
"295" NA 0 17 0 21
"296" NA 13 0 34 0
"297" 1 13 1 18 1
"298" NA 0 9 0 30
"299" 1 9 9 14 15
"300" NA 11 0 57 0
"301" 1 3 9 5 18
"302" 0.28021795553836 3 11 7 10
"303" NA 0 10 0 18
"304" NA 15 0 16 0
"305" NA 0 4 0 20
"306" NA 0 11 0 27
"307" NA 0 15 0 21
"308" 0.53763440860215 19 1 42 1
"309" NA 0 15 0 44
"310" 0.176005533213542 4 4 19 5
"311" 0.0800919661848731 11 2 14 13
"312" NA 20 0 17 0
"313" 1 8 2 20 7
"314" 1 4 6 10 14
"315" 0.486061807805775 10 4 11 8
"316" 0.649916646820672 7 3 5 4
"317" NA 0 13 0 21
"318" 1 2 11 5 27
"319" 1 5 10 11 19
"320" 0.190150261637676 1 8 7 10
"321" NA 0 10 0 27
"322" 0.419710144927536 5 8 3 11
"323" NA 13 0 30 0
"324" NA 11 0 24 0
"325" NA 14 0 20 0
"326" 0.220567316542549 4 4 8 23
"327" 1 10 1 16 1
"328" NA 15 0 28 0
"329" NA 0 6 0 33
"330" 1 1 9 2 28
"331" 1 6 5 11 8
"332" NA 18 0 57 0
"333" 0.654589371980677 2 11 4 11
"334" NA 0 7 0 36
"335" NA 0 13 0 23
"336" 0.396304016601079 8 1 19 8
"337" NA 4 0 54 0
"338" NA 9 0 16 0
"339" NA 0 21 0 23
"340" NA 33 0 46 0
"341" 1 10 5 45 20
"342" 0.734239244806542 11 6 15 6
"343" NA 0 11 0 18
"344" 0.300400420118361 5 7 11 32
"345" NA 0 10 0 21
"346" 0.465683699503632 6 5 7 11
"347" NA 0 16 0 22
"348" NA 0 10 0 9
"349" NA 0 4 0 18
"350" 0.393209549071618 8 1 15 6
"351" NA 0 18 0 48
"352" 0.194438413663338 22 1 21 5
"353" 0.681659170414793 12 3 10 4
"354" 0.522727272727273 2 19 0 12
"355" 1 7 11 10 13
"356" NA 0 10 0 23
"357" 1 13 2 5 1
"358" NA 0 7 2 20
"359" NA 10 0 16 0
"360" 0.0820716801234809 6 4 27 4
"361" 1 7 2 12 3
"362" 0.266475483083548 12 2 16 9
"363" NA 12 0 15 0
"364" 0.723581934482296 3 11 10 21
"365" 0.271433883299191 9 14 2 9
"366" NA 0 18 2 9
"367" 0.483870967741936 14 1 16 0
"368" NA 9 0 16 11
"369" NA 0 21 0 19
"370" NA 2 0 16 13
"371" NA 9 0 19 0
"372" 0.0427514003953685 7 5 29 4
"373" 2.69215237582447e-05 11 1 1 13
"374" 1 10 3 13 3
"375" NA 12 0 28 0
"376" NA 12 0 8 0
"377" NA 11 0 27 0
"378" NA 0 12 0 29
"379" 0.414956011730205 14 2 14 5
"380" NA 0 9 2 24
"381" 0.675719460369071 5 2 14 10
"382" NA 0 17 0 28
"383" 0.103991596119201 18 4 12 9
"384" 0.522031754422398 7 1 38 3
"385" 0.0713338799218461 12 3 3 5
"386" 0.26871357755629 5 8 7 27
"387" NA 13 0 29 0
"388" NA 18 0 23 0
"389" 0.539138779162639 6 8 16 32
"390" NA 0 9 0 28
"391" NA 0 12 0 29
"392" NA 14 0 28 0
"393" NA 16 0 40 0
"394" NA 20 0 27 5
"395" 1 9 8 10 8
"396" NA 12 0 14 0
"397" 1 1 10 1 8
"398" NA 3 0 25 0
"399" NA 12 0 34 0
"400" NA 26 0 22 0
"401" 1 2 4 6 11
"402" NA 0 20 0 29
"403" NA 0 16 0 13
"404" 1 8 1 36 3
"405" NA 11 0 16 2
"406" 0.308878256246677 12 2 5 3
"407" NA 0 18 0 20
"408" 0.113148289618878 16 4 16 0
"409" NA 0 20 0 35
"410" NA 12 0 16 0
"411" NA 0 14 0 31
"412" 0.120129678750368 3 3 20 4
"413" NA 0 5 2 18
"414" 0.488676307007786 13 5 10 8
"415" NA 0 10 2 16
"416" NA 0 16 0 16
"417" 0.00370174018880236 11 1 21 26
"418" NA 11 0 10 2
"419" NA 12 0 19 0
"420" 0.732699993526643 5 11 8 25
"421" NA 21 0 20 0
"422" NA 12 0 51 0
"423" NA 18 0 16 0
"424" NA 0 8 0 7
"425" 1 4 13 9 30
"426" 1 14 1 43 3
"427" NA 8 0 28 0
"428" NA 0 18 0 32
"429" 1 9 4 14 5
"430" NA 0 9 0 26
"431" 1 9 2 17 4
"432" 0.359619955224071 15 6 13 10
"433" 1 7 7 13 15
"434" NA 0 6 5 28
"435" NA 0 15 1 41
"436" NA 0 13 0 16
"437" NA 12 0 36 1
"438" 0.486714707162548 8 8 12 6
"439" NA 14 0 20 1
"440" NA 15 0 23 0
"441" NA 7 0 16 4
"442" NA 0 9 0 22
"443" NA 16 0 15 0
"444" NA 0 6 2 30
"445" 0.443017494185459 3 6 15 12
"446" NA 0 5 0 23
"447" 0.472575953458306 1 5 4 42
"448" NA 0 11 0 7
"449" NA 14 0 24 0
"450" 0.132956782135985 14 3 23 15
"451" 0.711952894520482 6 4 11 11
"452" 1 13 6 14 8
"453" NA 15 0 21 0
"454" 0.00914303223834928 1 12 21 22
"455" NA 4 0 16 0
"456" NA 15 0 31 0
"457" NA 15 0 35 0
"458" NA 0 7 0 35
"459" 1 6 15 8 24
"460" 0.134768740031898 10 7 5 0
"461" 1 7 1 20 4
"462" 0.499288762446657 20 2 16 0
"463" NA 0 10 0 28
"464" NA 0 10 0 13
"465" 0.149821334039483 17 5 17 13
"466" NA 0 20 0 19
"467" 0.717072923008161 2 14 10 42
"468" NA 0 10 0 29
"469" 0.672173627262615 5 15 2 12
"470" NA 0 12 1 63
"471" NA 15 0 39 1
"472" 0.431469880059823 1 16 9 43
"473" NA 0 6 0 49
"474" 1 6 7 11 14
"475" NA 11 0 40 1
"476" 1 2 9 6 20
"477" NA 0 14 0 38
"478" 0.310371561531062 7 8 14 7
"479" NA 0 15 0 28
"480" NA 15 0 31 0
"481" NA 13 0 26 0
"482" 0.620824339603248 2 3 12 31
"483" NA 0 14 0 15
"484" NA 4 0 28 0
"485" NA 0 13 4 8
"486" NA 0 20 0 22
"487" NA 8 0 23 0
"488" NA 13 0 6 0
"489" 0.45478901687492 7 2 23 15
"490" NA 0 22 0 24
"491" NA 20 0 35 0
"492" 0.280710091827505 4 6 22 13
"493" NA 0 13 20 33
"494" NA 0 19 0 21
"495" NA 13 0 26 0
"496" NA 0 11 0 13
"497" NA 0 20 0 21
"498" NA 10 0 23 0
"499" 0.501629121595089 8 4 17 17
"500" NA 0 16 0 44
"501" NA 0 25 0 13
"502" NA 0 15 4 23
"503" NA 32 0 30 0
"504" NA 0 6 0 24
"505" 1 4 8 6 10
"506" NA 0 8 0 38
"507" 0.373439864472 9 10 9 18
"508" 0.470661414057641 7 2 30 18
"509" 0.341463414634146 1 13 0 27
"510" NA 15 0 32 0
"511" NA 21 0 32 2
"512" 0.494901960784314 26 2 23 0
"513" 1 9 4 27 15
"514" 0.497729863858896 6 12 5 17
"515" 0.812253552104668 10 12 39 40
"516" 0.517309278093562 3 12 13 29
"517" 1 5 7 5 6
"518" NA 0 15 0 34
"519" NA 8 0 22 0
"520" 0.144796380090498 5 2 3 8
"521" 0.571428571428572 2 8 1 11
"522" 0.730241822149497 8 5 17 8
"523" 0.154626238667756 3 15 24 39
"524" 0.694226918798665 3 6 11 12
"525" NA 17 0 45 1
"526" 1 12 4 14 6
"527" NA 11 0 41 1
"528" 0.289291125876671 15 5 27 4
"529" 0.140302189330866 11 3 32 2
"530" 0.612917350848385 1 12 3 14
"531" NA 0 15 0 5
"532" NA 0 18 0 56
"533" 1 15 4 20 7
"534" NA 0 14 0 39
"535" NA 17 0 17 0
"536" 0.602683178534572 2 5 2 10
"537" NA 13 0 19 0
"538" 0.514705882352941 9 2 6 0
"539" NA 11 0 21 0
"540" NA 0 22 4 41
"541" NA 0 19 0 18
"542" 0.032899491539957 3 7 27 12
"543" NA 15 0 15 0
"544" NA 0 11 0 52
"545" 0.228571428571429 9 3 9 0
"546" NA 0 14 0 9
"547" 1 10 1 17 2
"548" NA 0 8 0 14
"549" 0.127366232629391 2 7 1 29
"550" 1 1 10 0 9
"551" 0.758826324906869 6 8 15 16
"552" 1 2 16 2 16
"553" NA 0 16 0 50
"554" NA 0 16 0 23
"555" NA 0 14 1 25
"556" 0.573832099907493 2 19 1 26
"557" 0.234432234432234 1 18 2 7
"558" NA 0 14 0 14
"559" NA 16 0 14 0
"560" 0.210795531027056 9 2 7 6
"561" 1 12 2 42 7
"562" NA 9 0 18 0
"563" 1 6 29 6 29
"564" NA 0 3 0 21
"565" 1 1 12 0 12
"566" 0.761935406641601 16 6 19 10
"567" NA 0 4 3 40
"568" NA 19 0 27 0
"569" 0.539408866995074 2 9 1 17
"570" 0.0828281965906827 8 3 42 3
"571" NA 28 0 32 0
"572" 0.00491286614757137 7 7 1 18
"573" NA 0 10 2 33
"574" 0.706390272356082 7 6 6 8
"575" 0.159608143151089 12 2 15 9
"576" NA 13 0 51 2
"577" NA 12 0 24 0
"578" 0.735636985706507 6 9 8 17
"579" NA 0 17 0 35
"580" NA 9 0 34 1
"581" 1 2 19 4 30
"582" NA 9 0 52 0
"583" 0.683319785516671 10 2 15 5
"584" 1 5 1 19 3
"585" 0.264232986146223 15 3 11 7
"586" NA 10 0 28 0
"587" NA 9 0 45 0
"588" NA 0 13 8 27
"589" NA 6 0 12 0
"590" 1 1 13 0 12
"591" NA 13 0 32 0
"592" 1 2 12 2 18
"593" NA 13 0 39 1
"594" NA 0 10 0 17
"595" NA 0 23 0 14
"596" NA 0 14 2 28
"597" NA 0 14 0 28
"598" NA 0 12 0 9
"599" 0.131176054201638 8 2 11 12
"600" NA 0 20 0 35
"601" NA 5 0 34 0
"602" NA 0 14 0 8
"603" 0.0556161736558256 3 13 12 12
"604" NA 16 0 32 0
"605" NA 0 12 0 14
"606" 0.351351351351351 1 12 0 24
"607" 0.157806213960496 4 6 22 11
"608" NA 6 0 18 0
"609" NA 0 11 0 24
"610" 0.291666666666667 6 1 17 0
"611" 0.693637187911872 7 3 19 6
"612" NA 18 0 23 0
"613" 0.0128304291662204 4 4 3 34
"614" NA 0 15 0 27
"615" NA 10 0 38 0
"616" NA 0 8 4 29
"617" 0.378785839278503 6 2 7 8
"618" 0.0107469657566034 4 10 26 11
"619" 0.638009049773756 2 6 4 6
"620" NA 4 0 20 1
"621" NA 0 13 0 20
"622" NA 13 0 7 0
"623" 0.0968421052631579 7 6 2 10
"624" NA 0 15 0 12
"625" NA 0 22 0 29
"626" NA 0 17 0 24
"627" NA 9 0 21 0
"628" NA 6 0 16 1
"629" 0.700038138825324 5 6 10 7
"630" NA 20 0 10 0
"631" NA 7 0 14 0
"632" NA 14 0 17 0
"633" 0.0915032679738562 6 8 4 0
"634" NA 13 0 36 0
"635" NA 5 0 28 0
"636" NA 13 0 24 0
"637" 0.302708978328173 3 3 3 11
"638" NA 9 0 27 2
"639" 0.638960205391528 4 1 23 14
"640" 0.758796517259472 10 7 14 14
"641" NA 0 12 0 25
"642" 1 10 10 5 4
"643" 0.295963895584389 8 14 3 13
"644" NA 0 20 0 27
"645" 0.243971848236618 10 9 30 12
"646" NA 0 11 0 42
"647" NA 0 15 0 31
"648" NA 0 21 0 18
"649" NA 19 0 27 2
"650" 0.48495482570088 6 10 6 19
"651" 0.693812672520336 2 15 6 25
"652" 0.657888884935601 14 1 31 6
"653" NA 11 0 18 2
"654" NA 8 0 26 4
"655" 1 1 14 1 24
"656" 1 1 13 1 28
"657" 1 1 12 4 26
"658" NA 8 0 22 4
"659" NA 0 30 0 34
"660" 0.459459459459459 16 1 20 0
"661" NA 11 0 29 0
"662" NA 0 11 0 28
"663" NA 0 16 2 24
"664" 0.224503095470837 14 2 11 6
"665" 0.631527093596059 11 1 15 3
"666" 0.378629751020643 1 13 4 16
"667" NA 16 0 12 0
"668" 0.135723703216997 10 6 18 3
"669" 0.0379155976075103 10 6 24 2
"670" NA 0 12 0 12
"671" NA 0 10 0 20
"672" NA 4 0 23 4
"673" NA 10 0 33 0
"674" 0.276428354737587 4 6 15 9
"675" NA 13 0 37 0
"676" 1 1 6 2 13
"677" NA 24 0 52 5
"678" NA 0 9 1 28
"679" NA 21 0 32 0
"680" 1 4 15 9 27
"681" 0.519476762635828 8 8 8 13
"682" 0.443835010428222 14 1 54 12
"683" NA 13 0 14 0
"684" NA 0 14 0 34
"685" 1 22 2 9 0
"686" NA 0 8 0 24
"687" NA 12 0 42 0
"688" NA 12 0 18 0
"689" 0.710638918284129 2 10 12 34
"690" NA 0 8 4 22
"691" 1 4 4 25 19
"692" NA 0 20 0 34
"693" NA 0 22 0 24
"694" NA 0 19 1 28
"695" 1 1 10 0 8
"696" 0.601173020527859 1 16 3 14
"697" NA 0 28 0 47
"698" 0.452943892506419 8 4 33 9
"699" NA 0 11 2 24
"700" NA 23 0 39 0
"701" NA 14 0 38 0
"702" NA 0 21 0 36
"703" NA 12 0 11 0
"704" NA 0 18 1 13
"705" NA 0 15 0 27
"706" 0.551131221719457 31 1 18 2
"707" NA 0 16 0 51
"708" 0.247220885576559 5 13 3 22
"709" NA 0 14 0 20
"710" NA 10 0 20 0
"711" 0.0116664089450377 6 11 5 55
"712" 1 6 2 10 5
"713" NA 0 12 0 22
"714" NA 0 9 0 2
"715" NA 0 14 0 59
"716" 0.376114081996435 1 14 4 17
"717" NA 19 0 21 0
"718" NA 19 0 54 0
"719" NA 0 23 0 19
"720" 0.708945527236382 10 4 10 6
"721" NA 10 0 60 0
"722" NA 0 17 0 23
"723" 0.492307692307693 2 13 0 11
"724" NA 0 6 0 34
"725" NA 0 19 0 35
"726" NA 15 0 40 5
"727" 0.662796004259419 3 17 2 19
"728" NA 0 19 0 19
"729" NA 17 0 23 0
"730" NA 13 0 8 0
"731" NA 0 21 0 24
"732" NA 14 0 21 0
"733" 1 5 3 18 13
"734" NA 19 0 35 0
"735" 0.632448694853693 12 13 29 24
"736" 0.490909090909091 26 2 28 0
"737" NA 16 0 19 0
"738" NA 18 0 10 0
"739" 0.714373694040644 3 8 10 17
"740" 0.081503355652343 11 11 25 8
"741" NA 0 12 4 11
"742" NA 20 0 22 0
"743" 0.539555779768482 10 6 13 12
"744" 0.038199171680818 3 10 16 9
"745" 0.499288762446657 2 20 0 16
"746" NA 11 0 33 0
"747" NA 0 11 0 28
"748" NA 0 11 0 23
"749" 0.076923076923077 4 3 8 0
"750" 0.0587164954692398 3 10 3 60
"751" 0.412028179458658 11 2 12 6
"752" 0.0529586921028638 6 6 32 7
"753" NA 13 0 20 0
"754" NA 0 13 0 22
"755" NA 0 13 0 44
"756" 1 11 1 9 1
"757" NA 0 10 0 26
"758" NA 0 7 0 29
"759" NA 16 0 26 2
"760" NA 0 21 0 32
"761" NA 0 28 0 28
"762" NA 0 9 0 18
"763" NA 0 12 0 19
"764" NA 0 6 0 43
"765" NA 0 18 0 12
"766" NA 11 0 14 2
"767" 0.385964912280702 1 14 1 3
"768" 0.343629343629344 1 17 4 16
"769" 0.106426289033755 12 5 29 3
"770" 0.421534549406831 3 5 13 40
"771" NA 6 0 54 0
"772" 0.339356295878035 9 1 9 4
"773" NA 0 19 0 28
"774" 1 3 22 3 19
"775" 1 2 11 5 32
"776" NA 0 20 1 43
"777" 0.746774230211111 6 8 10 17
"778" 0.372469635627531 7 1 30 1
"779" 0.585398425451772 17 8 19 14
"780" 1 12 2 11 2
"781" 1 5 6 12 18
"782" NA 0 8 0 21
"783" 0.377493120565102 9 12 8 19
"784" NA 9 0 10 1
"785" NA 0 16 0 17
"786" NA 24 0 35 0
"787" NA 11 0 23 0
"788" 0.368421052631579 1 13 0 24
"789" 1 14 1 31 3
"790" 0.573652797466057 9 6 37 40
"791" 0.3 1 8 0 21
"792" NA 0 23 0 25
"793" 0.159334766198391 1 14 14 36
"794" 1 12 2 19 4
"795" NA 0 18 0 12
"796" NA 12 0 19 0
"797" 1 10 1 14 2
"798" 1 3 5 10 19
"799" 0.439349620490562 11 4 39 7
"800" 0.670086170973879 3 13 5 38
"801" 0.655203243136491 1 11 5 25
"802" 1 6 10 10 20
"803" NA 11 0 25 0
"804" 1 4 27 5 31
"805" NA 13 0 25 0
"806" NA 15 0 37 0
"807" NA 7 0 29 0
"808" NA 19 0 15 0
"809" NA 22 0 31 0
"810" 1 14 3 15 3
"811" 1 5 2 17 6
"812" NA 11 0 25 0
"813" NA 0 10 0 59
"814" 1 3 7 3 8
"815" NA 0 14 0 43
"816" NA 15 0 15 0
"817" NA 0 11 0 31
"818" 0.298043270511683 8 6 21 7
"819" NA 4 0 18 3
"820" NA 10 0 32 0
"821" NA 0 14 0 18
"822" NA 23 0 22 0
"823" 0.48587264927316 9 3 16 10
"824" NA 21 0 39 0
"825" 0.742208766205619 6 6 13 17
"826" 1 1 12 7 57
"827" 1 11 8 7 6
"828" NA 17 0 12 0
"829" NA 12 0 27 0
"830" NA 15 0 34 0
"831" NA 17 0 20 0
"832" NA 27 0 19 0
"833" NA 14 0 29 0
"834" NA 0 21 0 11
"835" 0.478014099491121 8 5 23 8
"836" 0.35484085708342 1 6 8 10
"837" NA 8 0 26 1
"838" 0.332704416077282 3 6 4 23
"839" NA 10 0 8 0
"840" 0.548057746143853 8 12 8 18
"841" NA 0 13 0 20
"842" NA 4 0 57 0
"843" 0.629787234042553 20 1 26 3
"844" 0.477272727272727 8 1 23 1
"845" 1 4 10 8 16
"846" NA 22 0 33 0
"847" NA 0 15 0 23
"848" 0.104134322350641 1 15 6 14
"849" NA 13 0 26 0
"850" NA 24 0 26 0
"851" NA 6 0 30 0
"852" NA 16 0 31 0
"853" NA 21 0 21 0
"854" NA 0 12 0 20
"855" 0.709517537084185 3 6 17 19
"856" NA 14 0 23 0
"857" 0.332591768631813 3 12 1 15
"858" 1 1 8 2 11
"859" NA 9 0 11 0
"860" 1 1 5 4 18
"861" NA 0 7 0 17
"862" 0.643397647680719 11 2 33 4
"863" NA 11 0 27 0
"864" 1 8 2 14 3
"865" NA 0 24 0 18
"866" 1 1 8 3 19
"867" NA 21 0 43 0
"868" 0.312484501369855 2 10 4 48
"869" NA 12 0 43 0
"870" 0.227563921373813 4 27 10 26
"871" 0.234374021780319 9 2 10 8
"872" NA 15 0 16 2
"873" NA 0 10 0 24
"874" NA 12 0 27 0
"875" NA 0 13 0 49
"876" 0.756798646386111 8 10 10 10
