"Fisher_pvalue" "genomic_RC_A" "genomic_RC_B" "transcript_RC_A" "transcript_RC_B"
"215" NA 12 0 14 0
"216" 0.1 2 5 0 14
"217" 1 6 3 10 6
"218" NA 0 6 0 15
"219" NA 14 0 9 0
"220" NA 6 0 17 0
"221" 0.321739130434783 1 12 3 9
"222" 1 7 1 7 2
"223" NA 0 5 0 4
"224" NA 10 0 8 0
"225" NA 11 0 22 0
"226" 1 1 16 0 13
"227" NA 0 15 0 12
"228" 0.685575008646395 7 3 20 6
"229" NA 12 0 14 0
"230" NA 12 0 6 0
"231" 0.558823529411765 9 1 6 2
"232" NA 0 15 0 11
"233" 0.628482972136223 4 6 2 7
"234" 0.473684210526316 2 8 0 10
"235" 0.695097590523624 6 7 7 5
"236" NA 0 16 0 8
"237" NA 9 0 10 0
"238" 1 5 1 25 4
"239" NA 13 0 33 0
"240" 0.208533471534028 1 13 5 14
"241" NA 23 0 8 0
"242" NA 0 10 0 10
"243" 1 19 3 11 1
"244" 0.148883622704777 12 4 7 8
"245" NA 0 15 0 7
"246" NA 0 15 0 18
"247" NA 11 0 9 0
"248" NA 9 0 15 1
"249" NA 0 9 0 7
"250" NA 13 0 23 0
"251" 1 6 5 7 5
"252" NA 13 0 18 0
"253" NA 11 0 17 0
"254" NA 0 14 0 12
"255" NA 6 0 7 0
"256" 0.725837367486321 15 3 24 7
"257" NA 0 11 0 16
"258" NA 18 0 10 0
"259" NA 9 0 14 0
"260" 1 4 2 14 10
"261" NA 0 10 0 19
"262" 1 4 16 3 15
"263" NA 0 18 0 9
"264" 1 17 6 10 3
"265" 0.407104009128071 1 11 7 24
"266" NA 0 11 0 14
"267" NA 0 8 0 15
"268" NA 0 6 0 11
"269" 0.293233082706767 3 7 1 11
"270" NA 0 14 0 16
"271" 1 2 6 2 3
"272" NA 8 0 10 0
"273" NA 0 13 0 9
"274" NA 13 0 10 0
"275" NA 11 0 4 1
"276" NA 0 13 0 6
"277" NA 25 0 15 0
"278" NA 0 10 0 13
"279" NA 0 7 0 14
"280" NA 10 0 12 0
"281" NA 5 0 5 0
"282" NA 0 10 0 9
"283" 1 7 3 16 6
"284" NA 16 0 8 0
"285" 1 7 5 1 1
"286" NA 14 0 7 0
"287" NA 0 14 0 14
"288" NA 0 11 0 10
"289" NA 21 0 15 0
"290" NA 7 0 10 0
"291" NA 11 0 17 0
"292" NA 0 10 0 21
"293" NA 17 0 17 0
"294" 0.0878787878787878 6 1 1 3
"295" 0.681659170414793 11 3 10 5
"296" 1 12 1 6 1
"297" 1 1 6 2 13
"298" 0.548872180451128 13 3 5 0
"299" 0.21890756302521 11 2 2 2
"300" NA 10 0 13 0
"301" NA 0 7 0 23
"302" NA 13 0 10 0
"303" NA 8 0 12 0
"304" NA 13 0 3 1
"305" NA 0 7 0 24
"306" 0.598087675228912 3 30 2 10
"307" NA 0 6 1 13
"308" NA 9 0 13 0
"309" 0.69045948489775 8 4 16 5
"310" 0.644268774703557 13 3 7 3
"311" NA 13 0 28 0
"312" NA 0 7 0 12
"313" NA 12 0 15 0
"314" NA 6 0 4 0
"315" 1 4 5 14 17
"316" NA 0 14 0 15
"317" NA 10 0 18 0
"318" 0.45779368380326 4 7 11 9
"319" 1 7 2 9 3
"320" NA 14 0 14 0
"321" NA 0 8 0 16
"322" NA 0 13 0 7
"323" 0.374226006191951 7 6 2 5
"324" NA 9 0 5 0
"325" NA 10 0 24 0
"326" NA 8 0 18 0
"327" NA 0 7 0 9
"328" 1 5 14 4 12
"329" NA 13 0 9 0
"330" NA 24 0 27 0
"331" NA 0 5 0 11
"332" NA 9 0 17 0
"333" NA 9 0 21 0
"334" 0.677470355731225 5 4 13 6
"335" NA 0 7 0 14
"336" NA 6 0 17 2
"337" NA 15 0 17 0
"338" NA 0 14 0 9
"339" 0.20997211201196 11 4 19 2
"340" NA 15 0 12 0
"341" NA 4 0 11 0
"342" NA 0 14 1 4
"343" NA 14 0 10 0
"344" NA 0 11 0 14
"345" 0.651354489164087 3 4 4 9
"346" NA 9 0 14 0
"347" NA 0 14 0 6
"348" 1 4 6 11 16
"349" NA 0 8 0 8
"350" NA 0 5 0 16
"351" 0.37070938215103 2 10 5 7
"352" NA 0 8 0 9
"353" 0.623715415019763 1 5 7 12
"354" NA 0 4 0 12
"355" NA 0 9 0 15
"356" NA 16 0 25 0
"357" 1 12 1 12 0
"358" NA 13 0 7 0
"359" 1 4 4 10 7
"360" NA 15 0 23 0
"361" 0.268506799231963 6 8 11 5
"362" NA 8 0 11 0
"363" NA 6 0 25 0
"364" NA 16 0 10 0
"365" 1 2 14 2 12
"366" NA 0 13 0 23
"367" NA 0 15 1 18
"368" 0.223188405797101 7 9 2 10
"369" NA 0 3 4 17
"370" 0.0523501266535322 3 5 12 2
"371" 1 13 2 5 0
"372" NA 10 0 10 0
"373" NA 9 0 14 0
"374" 1 1 13 0 2
"375" NA 16 0 10 0
"376" NA 0 10 0 10
"377" NA 0 12 0 7
"378" NA 11 0 15 0
"379" NA 10 0 13 0
"380" 1 1 22 2 26
"381" NA 0 12 0 15
"382" NA 17 0 12 0
"383" 0.656281798696659 6 4 4 6
"384" NA 14 0 18 0
"385" NA 0 14 1 25
"386" 1 3 10 2 11
"387" 1 5 10 4 6
"388" 0.484848484848485 15 2 16 0
"389" NA 0 7 0 10
"390" 1 6 4 8 5
"391" 0.428571428571429 15 1 4 1
"392" 1 1 14 0 12
"393" NA 0 10 0 21
"394" NA 7 0 8 0
"395" NA 0 16 0 30
"396" 0.218484298917034 14 4 17 12
"397" NA 0 9 0 7
"398" NA 8 0 14 2
"399" 0.726805377528403 16 5 12 5
"400" NA 6 0 25 0
"401" 0.484034572575463 4 8 9 10
"402" NA 0 5 0 10
"403" NA 0 17 0 11
"404" NA 15 0 23 0
"405" NA 0 18 0 12
"406" NA 0 9 0 19
"407" 0.583333333333333 11 2 14 1
"408" NA 10 0 17 2
"409" NA 22 0 37 0
"410" 0.386996904024768 5 5 8 3
"411" NA 0 18 0 13
"412" NA 0 7 0 38
"413" NA 16 0 15 0
"414" NA 0 5 0 5
"415" 1 10 9 8 9
"416" 0.192063657166632 4 6 2 12
"417" NA 13 0 12 0
"418" NA 0 14 0 16
"419" NA 0 12 2 33
"420" 1 6 16 4 14
"421" NA 8 0 13 0
"422" 1 1 6 0 6
"423" NA 7 0 14 0
"424" NA 21 0 16 0
"425" 1 12 1 3 0
"426" NA 0 7 0 18
"427" 1 5 3 11 7
"428" NA 0 8 0 21
"429" NA 9 0 20 0
"430" 0.484848484848485 2 15 0 16
"431" NA 13 0 9 0
"432" NA 0 13 0 11
"433" NA 0 9 0 12
"434" 0.628482972136223 6 4 8 2
"435" 1 12 3 13 2
"436" NA 0 15 0 19
"437" 0.642414860681115 3 4 8 5
"438" NA 0 19 0 7
"439" NA 16 0 10 0
"440" NA 0 17 0 15
"441" 0.0893794588773724 2 9 7 5
"442" NA 29 0 25 0
"443" NA 0 14 0 11
"444" NA 0 10 0 5
"445" 1 9 1 11 1
"446" 1 6 6 8 7
"447" NA 0 15 0 14
"448" 0.527272727272727 1 13 2 6
"449" NA 0 12 0 10
"450" 0.665217391304348 11 3 8 4
"451" NA 0 9 2 9
"452" 0.295963895584389 3 13 8 14
"453" 0.25909039922977 2 11 8 14
"454" NA 14 0 21 2
"455" 0.259259259259259 6 1 20 0
"456" NA 0 11 0 8
"457" NA 3 0 16 0
"458" 0.480519480519481 15 1 5 1
"459" NA 11 0 21 0
"460" 1 14 5 3 0
"461" 1 16 2 6 0
"462" NA 0 17 0 9
"463" 1 1 12 2 22
"464" NA 11 0 7 0
"465" NA 0 11 0 6
"466" 0.677025203340993 15 2 18 5
"467" NA 0 4 0 7
"468" NA 7 0 10 0
"469" NA 7 0 7 0
"470" NA 15 0 8 0
"471" NA 0 15 0 12
"472" NA 0 7 0 7
"473" NA 0 9 2 17
"474" NA 0 7 0 28
"475" 1 1 8 2 15
"476" 0.354727398205659 1 5 10 12
"477" 0.583333333333333 11 2 14 1
"478" 1 12 2 25 5
"479" 0.335288367546432 3 13 1 16
"480" 0.626482213438735 9 1 12 3
"481" 0.416666666666667 4 1 7 0
"482" NA 14 0 9 0
"483" 1 3 6 2 5
"484" 0.665644955300128 4 9 3 14
"485" NA 0 4 2 12
"486" 1 4 20 2 9
"487" NA 12 0 12 0
"488" 0.63044652788813 2 10 2 17
"489" NA 16 0 17 0
"490" 0.146894344950712 8 6 25 6
"491" 1 3 14 0 4
"492" 1 9 1 18 4
"493" NA 8 0 9 0
"494" NA 17 0 9 0
"495" NA 0 15 0 21
"496" NA 21 0 17 0
"497" 1 4 10 5 14
"498" 0.0220588235294118 14 1 0 2
"499" 0.0909005628517824 3 16 0 22
"500" NA 9 0 20 0
"501" NA 0 11 0 29
"502" NA 0 16 0 8
"503" 0.628482972136223 6 4 7 2
"504" 0.0586647614511393 1 7 7 4
"505" 0.327782917052112 3 19 1 24
"506" 1 3 14 4 17
"507" 1 1 4 0 5
"508" 0.41364921254543 6 5 4 8
"509" NA 10 0 11 2
"510" NA 0 18 0 18
"511" NA 11 0 13 0
"512" 0.530443756449949 1 3 2 13
"513" NA 0 9 0 10
"514" NA 0 12 0 9
"515" NA 0 22 0 14
"516" NA 10 0 20 0
"517" 0.169802333889021 6 4 2 8
"518" NA 0 6 3 14
"519" NA 0 16 0 18
"520" NA 0 10 0 4
"521" 0.66992140985949 7 4 5 5
"522" 1 11 1 14 1
"523" NA 5 0 27 7
"524" NA 14 0 7 0
"525" 1 4 5 5 9
"526" NA 0 10 0 10
"527" NA 15 0 12 0
"528" 0.626370570475131 1 11 4 16
"529" NA 11 0 9 0
"530" 1 9 4 10 5
"531" 1 7 10 9 12
"532" 0.60146194184014 9 2 18 2
"533" NA 0 9 0 3
"534" 0.600032320620556 8 3 3 3
"535" 0.22896266474137 8 7 8 2
"536" 1 11 2 18 3
"537" NA 13 0 12 0
"538" NA 12 0 33 0
"539" NA 0 11 0 10
"540" 0.178122429234776 5 4 23 5
"541" NA 0 12 0 22
"542" NA 0 9 0 16
"543" 1 2 2 10 11
"544" NA 0 8 0 15
"545" 1 14 4 12 3
"546" NA 6 0 29 0
"547" NA 0 15 0 10
"548" 1 1 7 1 7
"549" 1 3 16 3 11
"550" NA 0 13 0 20
"551" 0.153474544778893 6 4 15 2
"552" 1 10 3 6 1
"553" 0.17741935483871 1 17 4 13
"554" NA 0 9 0 12
"555" 0.580419580419581 2 2 7 3
"556" 1 4 8 5 12
"557" NA 12 0 19 0
"558" 0.619269619269619 3 5 4 3
"559" 0.0536130536130536 2 8 6 2
"560" 0.465683699503632 5 11 6 7
"561" 0.245481237456274 11 4 28 4
"562" NA 10 0 10 0
"563" NA 9 0 10 0
"564" NA 0 17 0 14
"565" 1 10 1 12 1
"566" 0.507246376811594 1 16 1 6
"567" 0.638079754876196 8 3 17 3
"568" 1 1 13 1 12
"569" 0.157688338493292 6 1 6 7
"570" NA 0 18 0 14
"571" NA 3 0 8 0
"572" NA 0 20 0 9
"573" NA 0 3 1 13
"574" NA 11 0 29 0
"575" 0.0436016511867906 7 6 0 6
"576" NA 0 12 0 15
"577" 0.243861086439797 5 5 14 5
"578" 0.00170668934982224 2 20 8 5
"579" NA 13 0 6 0
"580" NA 13 0 15 0
"581" NA 20 0 9 0
"582" NA 16 0 5 0
"583" NA 0 2 0 6
"584" NA 8 0 23 0
"585" NA 20 0 7 0
"586" 0.683267985041197 2 8 8 16
"587" NA 15 0 4 0
"588" NA 0 19 0 16
"589" 1 1 8 2 20
"590" NA 7 0 11 0
"591" 1 9 2 13 2
"592" NA 7 0 6 0
"593" NA 0 13 2 11
"594" NA 0 21 0 18
"595" 0.450719822812846 10 1 31 1
"596" 0.626482213438735 12 3 9 1
"597" NA 10 0 13 0
"598" 0.532679738562092 3 2 11 2
"599" NA 12 0 9 0
"600" NA 5 0 14 0
"601" 1 10 1 19 1
"602" NA 14 0 13 0
"603" NA 22 0 11 0
"604" NA 7 0 11 0
"605" NA 0 13 0 20
"606" NA 12 0 9 0
"607" 0.696829990577467 5 6 5 9
"608" 1 10 2 13 2
"609" NA 7 0 7 0
"610" NA 0 6 0 6
"611" NA 0 14 0 9
"612" 1 2 11 1 11
"613" NA 0 25 0 2
"614" NA 0 6 0 7
"615" NA 4 0 5 0
"616" 0.462450592885376 5 1 16 1
"617" NA 27 0 6 0
"618" NA 22 0 4 0
"619" 0.380039913629523 6 1 17 11
"620" NA 0 18 0 7
"621" NA 11 0 9 0
"622" 1 7 4 5 4
"623" NA 8 0 10 0
"624" NA 0 8 0 15
"625" NA 16 0 19 0
"626" 0.428571428571428 5 1 8 0
"627" 0.375 1 8 0 15
"628" NA 0 4 2 18
"629" 0.27046866177301 16 3 3 2
"630" 1 6 4 9 7
"631" NA 0 13 0 10
"632" 1 15 1 17 2
"633" 0.0421455938697318 5 10 0 14
"634" NA 0 9 9 19
"635" 0.330130738826391 5 3 15 3
"636" NA 0 14 0 3
"637" 1 6 1 11 1
"638" NA 0 13 0 11
"639" 1 6 12 2 4
"640" NA 0 13 0 14
"641" NA 12 0 15 0
"642" NA 12 0 18 0
"643" NA 0 14 0 12
"644" NA 12 0 24 0
"645" 0.586466165413534 9 1 8 3
"646" 0.177797434763379 8 1 7 5
"647" NA 0 17 0 7
"648" NA 0 16 0 17
"649" NA 10 0 7 0
"650" 0.128135932033983 11 3 7 8
"651" NA 12 0 23 0
"652" NA 24 0 19 0
"653" 0.105805223938899 1 9 10 12
"654" 1 5 2 6 3
"655" NA 14 0 22 0
"656" NA 0 15 1 15
"657" 0.717144308030317 7 6 13 7
"658" NA 0 15 0 14
"659" NA 0 14 0 9
"660" NA 3 0 8 0
"661" NA 0 9 0 7
"662" NA 14 0 10 0
"663" NA 0 14 0 9
"664" NA 0 8 0 13
"665" 1 2 10 0 5
"666" 1 19 1 17 1
"667" NA 0 5 0 15
"668" NA 12 0 11 0
"669" 1 1 8 3 29
"670" 0.448260693700071 6 9 4 14
"671" 1 3 1 23 12
"672" NA 14 0 7 0
"673" 1 2 7 2 10
"674" NA 8 0 17 0
"675" 0.280510793554272 13 5 8 0
"676" NA 17 0 19 0
"677" NA 12 0 10 0
"678" NA 0 17 0 13
"679" NA 11 0 12 0
"680" NA 5 0 11 0
"681" NA 0 14 0 24
"682" NA 0 23 0 17
"683" NA 4 0 20 0
"684" 1 6 9 7 10
"685" 0.0562433069179696 14 3 6 7
"686" NA 13 0 11 0
"687" 1 2 9 8 24
"688" NA 0 5 3 16
"689" NA 12 0 11 0
"690" 1 25 1 12 1
"691" NA 8 0 18 0
"692" NA 13 0 20 0
"693" 0.536290322580645 6 1 23 2
"694" 0.284829721362229 10 1 6 3
"695" NA 7 0 14 0
"696" NA 0 3 4 23
"697" 0.369849964277209 4 6 7 3
"698" NA 10 0 12 0
"699" NA 14 0 12 0
"700" NA 0 10 0 26
"701" 0.637066365007541 5 6 2 5
"702" NA 7 0 12 0
"703" 0.102564102564103 1 6 4 2
"704" 0.306086956521739 1 13 3 9
"705" 0.46524064171123 8 1 24 1
"706" 0.312580231065468 11 3 26 2
"707" 1 4 9 4 9
"708" NA 0 17 0 9
"709" NA 0 11 0 14
"710" 1 8 5 7 4
"711" NA 0 13 0 9
"712" NA 0 13 0 7
"713" 1 8 8 6 6
"714" NA 0 12 0 16
"715" NA 0 12 0 19
"716" NA 7 0 14 0
"717" NA 0 18 0 29
"718" NA 0 8 0 11
"719" NA 13 0 10 0
"720" 0.713870112090357 4 8 6 16
"721" NA 12 0 8 0
"722" NA 19 0 11 0
"723" NA 0 8 2 17
"724" 0.642414860681115 4 7 2 7
"725" 0.662835249042146 2 11 4 12
"726" NA 0 9 0 12
"727" NA 8 0 11 0
"728" NA 0 12 0 4
"729" NA 0 18 0 12
"730" 0.680172297752053 4 6 7 6
"731" 1 5 2 10 4
"732" 0.565789473684211 1 2 10 7
"733" NA 0 11 0 10
"734" NA 0 16 0 11
"735" NA 0 17 0 5
"736" 1 3 7 8 15
"737" NA 0 10 0 16
"738" NA 9 0 9 0
"739" 1 1 7 3 13
"740" 0.33780529755762 7 4 7 1
"741" 0.452739265042401 7 7 4 8
"742" 0.345493626294892 3 10 3 27
"743" NA 0 15 2 26
"744" NA 0 12 0 11
"745" 1 17 1 13 1
"746" NA 0 5 0 19
"747" NA 0 18 1 10
"748" 0.484848484848485 1 15 0 17
"749" NA 7 0 16 0
"750" NA 7 0 18 1
"751" NA 16 0 16 0
"752" 0.475 7 2 7 0
"753" NA 0 3 0 26
"754" 1 4 8 4 8
"755" NA 9 0 15 0
"756" NA 0 28 0 29
"757" NA 0 11 0 18
"758" NA 7 0 10 2
"759" NA 6 0 8 0
"760" 1 10 2 8 2
"761" NA 6 0 15 0
"762" NA 3 0 19 0
"763" 1 3 2 8 6
"764" NA 16 0 21 0
"765" NA 0 17 0 13
"766" NA 0 9 3 15
"767" 0.228476084538376 6 12 2 15
"768" 1 8 9 3 5
"769" 1 10 1 14 1
"770" NA 0 8 0 10
"771" NA 15 0 6 0
"772" NA 0 13 0 10
"773" 0.677616747181965 4 9 3 11
"774" NA 0 6 3 6
"775" 1 4 2 3 2
"776" 1 18 2 26 4
"777" 1 9 1 10 0
"778" NA 5 0 13 0
"779" NA 0 16 0 12
"780" 0.0367647058823529 9 3 22 0
"781" NA 0 4 0 16
"782" NA 0 8 0 11
"783" NA 0 3 0 21
"784" NA 12 0 11 0
"785" NA 0 11 0 7
"786" NA 15 0 22 0
"787" 1 7 3 9 3
"788" 1 2 11 1 4
"789" NA 0 7 0 12
"790" 0.383780268674596 8 1 16 8
"791" NA 0 12 0 22
"792" 0.130989529158865 2 13 4 4
"793" 0.239668865257774 7 3 6 8
"794" NA 0 14 3 11
"795" NA 18 0 14 0
"796" NA 0 13 0 3
"797" NA 0 18 0 13
"798" NA 14 0 12 0
"799" 0.0263157894736842 4 3 14 0
"800" NA 0 14 0 5
"801" 1 1 9 3 16
"802" NA 0 16 0 18
"803" NA 0 13 0 18
"804" NA 8 0 10 0
"805" 1 13 1 29 3
"806" NA 7 0 21 0
"807" NA 0 12 0 16
"808" 1 4 8 3 9
"809" NA 0 14 0 13
"810" 0.101907507784569 6 6 3 15
"811" 0.653417480352465 7 4 4 5
"812" 0.411255411255411 1 4 1 16
"813" 0.345114345114345 1 18 4 17
"814" 0.475633586868292 6 4 12 15
"815" 0.2723034767446 8 6 5 10
"816" NA 0 12 0 14
"817" NA 7 0 23 0
"818" NA 0 8 0 11
"819" NA 0 23 0 18
"820" NA 10 0 12 0
"821" NA 10 0 11 0
"822" NA 19 0 10 0
"823" NA 16 0 14 0
"824" NA 8 0 25 0
"825" NA 2 0 15 0
"826" NA 13 0 11 6
"827" NA 0 11 0 12
"828" 1 1 7 3 12
"829" NA 19 0 11 0
"830" 1 1 6 2 16
"831" 0.592074592074592 4 3 2 4
"832" NA 7 0 19 0
"833" 1 3 4 5 9
"834" NA 0 13 0 19
"835" NA 12 0 16 0
"836" NA 0 12 0 18
"837" NA 0 10 1 8
"838" NA 0 7 0 6
"839" NA 0 5 0 17
"840" 1 12 1 5 1
"841" 1 1 11 0 10
"842" 0.704291926640197 15 4 22 4
"843" NA 0 12 0 10
"844" NA 0 12 0 6
"845" NA 0 14 0 14
"846" 0.371428571428572 1 11 1 2
"847" NA 10 0 8 4
"848" 0.489075630252101 2 17 0 16
"849" NA 13 0 11 0
"850" NA 0 28 0 24
"851" NA 0 14 0 21
"852" NA 10 0 11 0
"853" NA 0 8 1 16
"854" 0.291626068572479 26 1 16 3
"855" 0.315610859728507 6 1 6 5
"856" 1 11 1 6 1
"857" 0.534347826086956 3 15 0 7
"858" NA 0 15 0 9
"859" 1 1 19 0 14
"860" NA 0 11 0 14
"861" 0.346829640947288 15 1 15 4
"862" NA 11 0 21 0
"863" NA 4 0 5 0
"864" NA 0 11 0 17
"865" 0.545923632610939 1 2 10 6
"866" 0.595555555555556 13 1 11 2
"867" NA 6 0 29 0
"868" NA 16 0 13 0
"869" NA 0 16 0 16
"870" NA 14 0 19 0
"871" NA 0 2 0 3
"872" NA 8 0 20 0
"873" NA 0 7 0 12
"874" 0.0329338254849184 11 6 3 10
"875" 0.706824606272715 6 9 6 6
"876" NA 0 12 3 17
"877" NA 0 22 0 9
"878" 1 13 1 9 0
"879" 0.164734299516908 9 5 13 1
"880" 0.576086956521739 9 2 12 1
"881" NA 16 0 8 0
"882" 0.64472049689441 2 11 3 9
"883" NA 0 4 0 8
"884" NA 0 16 0 2
"885" 1 5 1 9 2
"886" 1 2 6 6 12
"887" 0.128205128205128 3 7 1 16
"888" 1 1 15 1 24
"889" NA 16 0 11 0
"890" NA 0 8 1 17
"891" NA 0 11 0 21
"892" NA 8 0 4 0
"893" NA 14 0 20 0
"894" NA 6 0 14 0
"895" NA 0 9 0 10
"896" NA 0 11 0 22
"897" 0.728282095511384 7 6 9 11
"898" 0.15158371040724 7 1 5 5
"899" 1 2 9 4 25
"900" NA 0 10 0 8
"901" NA 14 0 16 0
"902" NA 11 0 28 0
