"Fisher_pvalue" "genomic_RC_A" "genomic_RC_B" "transcript_RC_A" "transcript_RC_B"
"121" 1 4 62 2 45
"122" 0.49438202247191 1 43 0 45
"123" 0.0400551355855349 27 36 16 48
"124" 0.380704782525524 7 33 6 49
"125" 0.529659422878955 49 9 80 20
"126" 1 30 1 64 3
"127" 0.629273232892027 29 35 46 47
"128" NA 51 0 86 3
"129" 0.173925580440889 18 41 41 56
"130" 1 50 2 55 2
"131" NA 0 38 0 115
"132" 1 43 3 75 6
"133" 0.798168729943675 7 56 10 91
"134" NA 0 72 0 52
"135" 1 66 1 82 2
"136" NA 0 75 1 74
"137" 0.350063510310617 50 6 78 5
"138" 0.493184475597387 46 23 71 27
"139" 0.256237302083012 21 44 44 61
"140" NA 0 73 0 101
"141" 0.694282243394377 18 37 19 47
"142" 0.481664032851452 24 40 30 38
"143" NA 61 0 74 0
"144" 0.152542916779964 10 48 22 54
"145" NA 44 0 108 0
"146" 0.712500659162152 19 28 37 45
"147" 0.629466651197145 9 33 14 36
"148" 0.65048714375279 29 9 82 21
"149" 0.693753137973811 20 17 49 35
"150" 0.748106163459322 32 36 40 52
"151" NA 0 39 0 76
"152" 0.867786772794196 48 28 53 28
"153" NA 0 31 0 85
"154" 0.798413716109653 5 57 15 128
"155" 0.779524312157295 5 65 8 85
"156" 0.784507565782015 5 69 10 100
"157" 0.192491957425442 17 44 26 40
"158" NA 58 0 85 0
"159" 1 55 13 70 18
"160" 0.616053506987884 6 52 13 76
"161" 0.589844745260926 31 29 29 35
"162" 0.0334655241919183 96 7 65 14
"163" NA 72 0 109 0
"164" 0.59436107533666 46 2 99 2
"165" 1 1 54 1 58
"166" NA 0 46 0 70
"167" 0.4600826797748 62 2 74 5
"168" 0.649376700896259 72 2 51 3
"169" 1 1 37 1 74
"170" NA 56 0 49 1
"171" 0.700841183735668 26 21 32 32
"172" 0.253428887453722 33 1 52 6
"173" NA 53 0 81 0
"174" 1 1 46 2 55
"175" NA 0 48 0 71
"176" NA 0 45 0 84
"177" 0.57059598607214 48 7 71 7
"178" 0.537085434649636 38 12 49 21
"179" NA 41 0 75 0
"180" 0.483456747022327 2 56 7 82
"181" 1 11 49 14 65
"182" 0.76046431108105 59 5 104 7
"183" 1 56 26 51 24
"184" 0.388230427658514 51 22 47 28
"185" 0.634302008686809 51 6 99 17
"186" NA 0 74 0 87
"187" NA 29 0 126 0
"188" NA 66 0 107 0
"189" NA 80 0 71 0
"190" 1 46 1 106 3
"191" NA 0 40 0 78
"192" 0.543799776053413 83 6 106 5
"193" 0.335972806015704 17 22 34 64
"194" NA 0 54 0 97
"195" NA 45 0 96 0
"196" 0.126165102113434 38 14 76 14
"197" NA 19 0 47 0
"198" 0.856407907057007 15 37 35 78
"199" NA 0 56 3 59
"200" 0.00473606494769393 16 29 50 29
"201" 0.326252645044938 31 31 38 53
"202" 0.780068902414144 5 75 9 97
"203" NA 37 0 94 0
"204" 0.843797872465966 67 16 70 15
"205" 1 13 73 8 46
"206" 0.354144188174135 4 56 7 50
"207" NA 73 0 89 0
"208" NA 46 0 41 0
"209" NA 69 0 87 0
"210" NA 0 52 3 81
"211" NA 45 0 74 7
"212" 1 3 38 4 59
"213" 0.504121518554926 23 46 30 76
"214" 0.484080872827849 52 9 131 16
"215" 0.707984853111232 42 3 73 4
"216" NA 0 42 0 74
"217" 0.141297870519293 5 43 16 57
"218" 0.0100517385654814 42 4 96 0
"219" 0.462624891089435 33 13 20 12
"220" 1 7 62 11 91
"221" NA 55 0 89 0
"222" 0.0532257436924043 66 2 102 13
"223" 1 1 60 0 53
"224" 0.242468950195064 29 26 71 42
"225" NA 0 61 0 92
"226" 0.0267658915976629 35 26 14 27
"227" 0.303994756240364 42 1 136 12
"228" 0.244190476190476 3 61 0 62
"229" 0.571241392200918 34 4 61 11
"230" NA 0 44 0 45
"231" 0.153915702404845 31 2 79 17
"232" 0.309293892229668 43 14 84 18
"233" 0.201192250372578 2 53 0 67
"234" 1 3 57 2 51
"235" 0.497026905536949 16 11 76 36
"236" NA 43 0 85 2
"237" 0.646636940723156 12 21 19 44
"238" NA 81 0 93 0
"239" NA 0 42 3 24
"240" 1 65 7 54 6
"241" 0.450465623434973 4 41 4 79
"242" 0.393566783570894 1 28 5 40
"243" 0.658415929326919 65 11 60 13
"244" NA 46 0 65 1
"245" NA 62 0 81 0
"246" 0.6158490252297 101 15 47 5
"247" 0.811208387980659 9 62 11 63
"248" 0.730481017907624 2 34 10 97
"249" 0.000711939812856463 15 63 44 57
"250" 1 50 2 85 4
"251" 0.487420330698672 40 8 53 16
"252" NA 0 49 0 81
"253" 0.321298636577586 27 21 24 30
"254" 0.342565902166122 3 53 8 61
"255" NA 59 0 129 0
"256" 1 61 22 58 21
"257" 0.260777088030316 44 7 63 19
"258" 0.00151380640572258 36 26 76 16
"259" NA 43 0 105 0
"260" 1 73 2 80 3
"261" 0.119541776265125 13 34 17 92
"262" 0.0155165738069971 20 11 89 14
"263" 0.422873003067118 37 9 57 8
"264" NA 57 0 92 0
"265" NA 0 71 0 85
"266" 0.704507624180202 33 25 28 26
"267" 0.751712940783682 3 44 8 86
"268" 0.286074305557498 8 72 9 42
"269" 1 65 9 100 15
"270" 0.402481692088786 41 15 100 51
"271" NA 45 0 94 0
"272" 0.344090330899275 41 16 44 26
"273" NA 73 0 100 0
"274" NA 79 0 92 0
"275" NA 61 0 45 0
"276" 0.0556797339406314 37 17 61 12
"277" 0.421017711501226 1 36 5 63
"278" 1 2 58 3 99
"279" 0.0121994913850486 25 27 28 75
"280" NA 0 85 0 82
"281" 0.21660495386245 16 69 12 92
"282" 1 27 38 16 23
"283" 0.677821554576036 47 3 75 3
"284" NA 0 53 0 72
"285" 0.0436635224679654 35 12 67 8
"286" 0.404199580734502 7 44 9 93
"287" 0.00339852471052261 85 4 66 16
"288" NA 0 56 0 126
"289" NA 0 37 2 64
"290" 0.120935152465716 35 32 26 42
"291" 0.70206941791093 68 3 56 4
"292" 1 35 24 32 21
"293" 0.618335259906802 3 47 1 45
"294" 0.654095537035725 44 11 71 14
"295" 0.563523634237295 6 34 9 73
"296" NA 0 79 0 97
"297" 0.644515732825385 10 28 17 36
"298" 0.653077137532437 7 48 20 99
"299" NA 0 63 0 56
"300" 1 3 42 4 64
"301" 0.802984948987785 7 47 13 99
"302" 0.554189064070635 62 6 91 6
"303" 0.647098430888459 54 1 78 3
"304" NA 0 55 0 106
"305" 1 55 17 22 6
"306" 1 62 2 122 5
"307" 1 9 39 8 39
"308" 0.126178120569308 30 23 50 20
"309" 0.0281008058667292 8 48 3 80
"310" 0.828893706500852 15 64 11 55
"311" 0.614505245754056 85 2 90 1
"312" 0.0750048022406401 39 16 51 9
"313" 0.473026069058954 30 21 40 37
"314" NA 79 0 97 1
"315" 0.000133047114879264 35 20 39 82
"316" 0.644662316627726 58 10 89 12
"317" 0.403690969681426 16 44 13 52
"318" 1 19 45 29 70
"319" 0.264699514097616 8 27 9 59
"320" 0.129173784415477 15 59 22 47
"321" 1 1 47 2 103
"322" NA 0 51 0 103
"323" 1 32 1 111 4
"324" 0.55964849921459 8 55 5 57
"325" 0.263883806022857 32 8 54 7
"326" 0.432454156643842 55 5 73 12
"327" 0.730988422795559 30 23 48 42
"328" 0.0174923052109537 19 20 39 14
"329" 0.333782906117791 51 3 62 1
"330" 0.00480794016049328 56 27 47 54
"331" 1 10 78 9 64
"332" 0.462585677491681 6 48 2 36
"333" NA 46 0 105 0
"334" NA 0 46 0 64
"335" 1 12 52 15 63
"336" NA 0 73 0 69
"337" 1 42 13 48 16
"338" NA 80 0 99 0
"339" 1 19 34 31 52
"340" 0.722288655609742 2 41 7 91
"341" 0.202628859962562 28 45 42 44
"342" NA 39 0 71 1
"343" NA 0 51 0 62
"344" NA 0 29 7 109
"345" 1 53 7 73 10
"346" 1 8 44 15 90
"347" NA 40 0 69 0
"348" 1 54 1 65 1
"349" 0.0639810199354444 12 30 50 57
"350" NA 0 60 0 55
"351" NA 38 0 100 0
"352" NA 32 0 60 0
"353" 0.425583254359902 9 71 6 77
"354" 0.714203812254251 68 6 36 2
"355" 0.0847192345596471 47 19 90 18
"356" NA 0 42 0 88
"357" 1 15 34 29 67
"358" 0.865773788719938 28 25 50 48
"359" 0.484498637743054 14 46 9 45
"360" 1 5 54 3 43
"361" 1 76 1 90 1
"362" NA 32 0 49 0
"363" 0.852073424795205 50 16 64 23
"364" 0.465428687813258 2 51 5 63
"365" 1 63 2 55 1
"366" NA 0 52 0 113
"367" 0.234797792017627 7 33 6 59
"368" 0.0118259398668873 39 17 47 50
"369" 0.17766287010336 56 9 48 15
"370" 0.141960896915564 52 10 106 10
"371" NA 0 36 6 100
"372" NA 60 0 77 0
"373" 0.148270547652475 14 43 33 57
"374" 0.498031496062992 2 66 0 60
"375" 0.599722118699117 7 27 15 78
"376" 0.363008570888859 41 6 85 7
"377" NA 54 0 102 0
"378" 0.219997249392993 8 71 21 104
"379" NA 0 62 0 36
"380" 0.39578401564031 7 37 7 61
"381" 0.203373519359867 6 51 5 97
"382" 0.580116792479704 50 2 66 1
"383" 0.544723237855342 18 38 20 31
"384" 0.543325144937543 24 24 29 21
"385" NA 0 43 1 89
"386" NA 37 0 120 0
"387" 0.263889054006346 27 13 63 48
"388" 0.469425743553014 4 55 5 121
"389" 0.803138970616368 43 8 49 11
"390" 0.61181356644277 1 86 2 80
"391" NA 51 0 88 2
"392" 0.104193502218406 62 3 72 0
"393" NA 0 63 0 66
"394" 1 31 7 53 11
"395" 0.105475791930562 19 22 41 23
"396" NA 0 59 3 96
"397" 0.13504264557571 57 4 45 0
"398" 0.397120172047573 53 18 69 33
"399" 0.102063683663674 20 24 63 40
"400" 0.0273501212881535 68 11 69 27
"401" 0.00639262475892295 34 27 47 12
"402" 0.731498501896704 34 33 37 31
"403" NA 0 69 0 61
"404" 0.689408384745894 15 69 15 86
"405" 0.656095243013153 54 10 59 14
"406" NA 68 0 72 0
"407" NA 74 0 62 0
"408" 0.253902857463154 26 23 26 37
"409" 0.405519887485759 1 53 5 81
"410" 0.488764682875106 24 32 34 60
"411" 1 60 1 73 1
"412" 0.272530795474361 47 15 56 28
"413" 0.431887667001096 19 23 35 30
"414" 0.3433390788906 1 89 3 77
"415" 1 4 32 7 64
"416" NA 38 0 75 0
"417" 0.0458368017431312 29 15 44 49
"418" 0.780874317596226 7 38 8 54
"419" 1 32 5 93 17
"420" 0.112233711583342 57 12 84 33
"421" NA 0 54 3 77
"422" 0.532124095600984 4 64 7 63
"423" 0.424164221626708 20 21 37 27
"424" 0.0334762118127188 6 89 14 70
"425" NA 43 0 66 0
"426" 0.0938025393238001 78 8 82 19
"427" NA 0 67 1 73
"428" 0.201357002165105 9 54 18 59
"429" 0.84752236171006 27 20 35 29
"430" NA 55 0 72 0
"431" 0.272727272727272 26 1 72 0
"432" 0.371958683200454 79 1 86 4
"433" 0.485465987413845 1 39 1 101
"434" 0.800835083998252 8 51 10 75
"435" NA 0 74 2 53
"436" 0.11936108181431 28 21 42 55
"437" 0.345096872046389 2 36 10 78
"438" NA 0 59 2 89
"439" 1 41 2 71 3
"440" 0.59711986112207 61 1 52 2
"441" 0.476690932818184 47 4 120 6
"442" 0.318379122380349 30 26 67 41
"443" NA 59 0 140 0
"444" 0.126289793998226 13 30 37 45
"445" 0.36241610738255 1 53 0 95
"446" NA 59 0 79 0
"447" 1 1 62 2 108
"448" 0.288405508794203 43 2 122 2
"449" 0.707432020733525 59 2 92 5
"450" NA 0 67 0 67
"451" 0.0140232976635932 28 19 75 18
"452" NA 82 0 113 0
"453" NA 0 97 0 114
"454" 0.189139926022818 10 73 6 18
"455" NA 0 55 0 56
"456" NA 66 0 64 0
"457" 0.188795484350202 18 24 47 37
"458" NA 36 0 49 0
"459" NA 0 34 0 79
"460" 0.166832943997519 38 8 20 10
"461" 0.0029034215657884 1 49 23 101
"462" NA 69 0 60 0
"463" 0.101126435877841 14 26 11 46
"464" 0.744097857251963 46 5 62 5
"465" NA 0 72 0 95
"466" 0.00142926735234831 39 13 42 48
"467" 0.444044636413762 73 2 75 5
"468" 0.502753227011749 3 35 7 42
"469" NA 0 46 0 44
"470" 0.459240902276029 5 54 2 45
"471" 1 34 25 47 35
"472" 0.182350669765216 40 5 41 12
"473" 1 1 44 1 43
"474" NA 0 37 0 51
"475" 0.585775121727105 72 7 99 7
"476" NA 35 0 113 0
"477" 0.398918728805739 21 33 49 55
"478" 0.31815106158149 59 3 79 1
"479" NA 48 0 49 0
"480" 0.231270307044615 43 6 57 16
"481" 0.290025305202035 34 15 67 45
"482" 0.491825084134343 6 55 3 55
"483" NA 0 52 1 61
"484" NA 32 0 43 0
"485" 0.281183929862911 76 4 40 5
"486" NA 0 47 5 119
"487" 0.279592277252294 25 37 31 30
"488" 0.0771018948385347 21 51 12 61
"489" 0.703794009121644 15 43 23 56
"490" 0.077311017352463 10 37 13 113
"491" 0.333333333333334 45 1 92 0
"492" NA 31 0 140 0
"493" 1 5 40 13 102
"494" NA 53 0 61 0
"495" 0.452702702702703 66 1 81 0
"496" NA 39 0 113 0
"497" 0.350345277134062 15 56 23 58
"498" 0.0937304547661761 57 5 72 1
"499" NA 0 38 1 99
"500" NA 0 33 0 51
"501" 0.05135426466906 42 31 74 28
"502" NA 59 0 62 0
"503" NA 0 74 1 74
"504" 0.727373372690996 34 4 57 5
"505" 1 49 1 61 2
"506" 1 1 34 4 106
"507" 0.0282780128541898 70 4 51 11
"508" NA 43 0 106 0
"509" 0.592728421994583 6 51 10 56
"510" 0.428409348986086 34 16 67 22
"511" NA 0 81 0 37
"512" 0.364185073993756 7 37 20 63
"513" 1 21 37 24 41
"514" 0.165959856998061 1 52 9 95
"515" NA 0 60 0 108
"516" NA 0 60 0 59
"517" 0.0887988044212325 36 4 62 19
"518" 0.225467695549418 2 52 1 120
"519" 1 7 85 6 80
"520" 0.31928597807986 17 28 22 55
"521" 0.276580038509554 44 5 65 3
"522" 0.176307378260663 48 4 58 12
"523" 1 5 44 13 109
"524" 0.709818373939492 77 6 49 2
"525" NA 0 42 0 85
"526" 0.0500899371341462 46 13 58 35
"527" NA 55 0 58 0
"528" NA 0 71 0 45
"529" 0.610721711688735 62 7 64 10
"530" 0.254449615364805 78 11 49 3
"531" 0.324075943186417 7 57 3 59
"532" 1 25 31 36 46
"533" NA 30 0 65 0
"534" 0.356358463333391 38 2 101 13
"535" NA 0 40 0 95
"536" 0.43847425725071 2 55 5 53
"537" 0.377023002482286 76 8 91 15
"538" 0.314290387465032 45 14 104 49
"539" 0.121748212296136 46 11 57 27
"540" 0.0944608155602417 6 22 24 35
"541" NA 36 0 80 0
"542" NA 0 46 0 47
"543" NA 0 72 0 68
"544" 0.00702721978781764 8 41 3 94
"545" 0.396372738222844 40 7 66 7
"546" 0.183196410587334 4 37 14 51
"547" NA 109 0 49 0
"548" 1 44 3 137 9
"549" 0.815735123621818 43 9 76 14
"550" 0.579353303471445 53 1 40 2
"551" 0.702459427847458 76 2 108 5
"552" 0.828040409328169 55 14 57 12
"553" 0.44022480821129 20 75 13 71
"554" 0.617930816700938 16 50 42 104
"555" 1 4 29 8 63
"556" 0.125801561259426 3 38 1 74
"557" NA 0 39 0 41
"558" 0.384778504533304 24 28 50 41
"559" 0.033812253628641 1 77 8 71
"560" 0.0947596109649529 5 32 2 64
"561" NA 33 0 60 0
"562" 0.231218810412265 2 35 1 80
"563" NA 51 0 84 0
"564" NA 0 60 0 48
"565" 0.0211462016182531 29 24 56 18
"566" 0.37956204379562 51 1 85 0
"567" 0.392188763109373 20 14 53 25
"568" NA 79 0 104 0
"569" 0.245486287906926 62 1 90 6
"570" 0.0554365040827663 3 78 8 53
"571" 1 31 6 59 11
"572" 0.733941031492834 62 6 45 3
"573" 0.704896214211033 3 44 4 78
"574" 0.5462763761715 11 38 25 64
"575" NA 0 39 0 103
"576" NA 0 46 0 52
"577" 0.803895998643593 7 38 14 85
"578" NA 65 0 76 0
"579" 0.0181983807107273 7 53 29 74
"580" 0.453385640420035 16 42 26 49
"581" 0.417358500169943 47 26 74 31
"582" 0.382842938194593 24 31 41 38
"583" 0.00316588430025414 2 37 33 87
"584" NA 66 0 71 0
"585" 0.051743396156695 18 29 35 25
"586" 0.662930249730568 1 40 5 73
"587" NA 48 0 80 0
"588" 0.101907546780806 4 64 19 116
"589" NA 0 46 0 112
"590" 0.855050687293575 28 24 40 31
"591" 1 1 57 1 57
"592" 1 65 7 36 3
"593" 1 7 25 12 47
"594" 0.342724545073386 19 53 21 39
"595" NA 52 0 86 0
"596" 0.244333245440747 13 53 21 53
"597" 1 9 18 19 38
"598" 0.054384783825683 10 47 28 58
"599" 0.701821322234186 18 25 32 38
"600" NA 0 40 0 46
"601" 0.289949950946612 49 17 56 29
"602" 0.539995800531825 23 45 16 24
"603" 0.131635745955993 25 39 28 23
"604" 1 1 35 0 36
"605" 0.574444389206239 39 4 70 12
"606" NA 52 0 71 1
"607" 1 78 1 90 1
"608" 0.0277253103489073 28 26 52 21
"609" 0.775793617153459 48 5 111 10
"610" 0.587383771428522 4 43 13 93
"611" 0.0733117562937304 33 19 36 41
"612" 0.554820639596045 35 2 60 1
"613" NA 0 62 0 81
"614" 0.370561320684881 28 21 39 41
"615" NA 62 0 98 0
"616" 0.162065996040959 37 8 78 32
"617" 0.00995030353737101 21 35 71 50
"618" 0.0923494195515718 37 9 83 41
"619" NA 31 0 74 4
"620" NA 70 0 87 0
"621" NA 0 61 0 108
"622" 0.510859832382659 42 12 73 15
"623" 0.243060643417534 26 56 19 25
"624" 0.22921911270928 11 56 21 61
"625" 0.602644317421687 31 23 45 42
"626" NA 49 0 97 0
"627" 0.471130019517331 10 32 13 61
"628" 0.417777949833384 41 9 81 26
"629" NA 0 42 0 49
"630" NA 0 68 0 123
"631" NA 72 0 61 0
"632" 0.639778249262604 69 14 36 9
"633" 0.172303591086212 33 6 47 3
"634" 0.669102451615537 1 53 5 119
"635" 0.315460664209037 39 17 56 16
"636" 1 56 20 43 15
"637" 0.277143221329964 2 55 1 106
"638" 0.799181509325802 62 9 49 9
"639" 0.346122912556465 28 24 42 24
"640" 0.286147294611494 37 8 74 9
"641" 0.0936641482125813 17 43 44 60
"642" NA 0 54 0 49
"643" NA 0 49 0 48
"644" NA 0 53 10 103
"645" 1 38 1 62 1
"646" NA 0 44 1 112
"647" NA 0 38 0 122
"648" NA 0 44 0 53
"649" NA 0 47 0 75
"650" 1 87 1 112 1
"651" 0.068702822204658 43 6 65 2
"652" 0.292749838771399 16 19 26 51
"653" NA 32 0 63 0
"654" NA 0 57 0 55
"655" 0.400786940574981 54 21 57 30
"656" 0.00330262486714737 19 8 46 2
"657" 1 1 49 1 71
"658" NA 54 0 96 0
"659" 0.0660898643646706 6 60 16 62
"660" NA 68 0 51 0
"661" NA 45 0 74 9
"662" NA 0 39 0 60
"663" NA 0 55 3 86
"664" 5.22819919835877e-06 55 2 53 28
"665" 1 1 51 2 56
"666" 0.0393599195406238 15 40 44 55
"667" 1 25 20 55 47
"668" 0.523866101518949 2 29 14 93
"669" 1 62 3 93 5
"670" 0.257448336820113 19 44 19 69
"671" 0.596754798126065 31 10 37 8
"672" 0.00273435893434564 34 13 48 57
"673" 0.734833977381792 45 20 90 34
"674" 0.3664752937938 15 17 30 21
"675" 0.373939027160131 15 28 13 37
"676" NA 35 0 64 0
"677" 1 26 18 40 29
"678" 0.150016770190284 48 5 107 4
"679" NA 0 83 0 110
"680" 0.511309456429554 48 3 60 7
"681" NA 53 0 73 2
"682" NA 0 60 0 77
"683" 1 50 2 65 3
"684" 0.686854127036675 48 2 56 4
"685" 1 57 7 113 14
"686" NA 45 0 57 0
"687" NA 0 43 0 71
"688" 0.682530414903938 16 62 13 62
"689" 0.462626338803471 6 71 13 94
"690" 0.610511802239147 47 21 56 30
"691" 0.27790525957669 74 7 46 8
"692" 1 51 2 69 2
"693" NA 0 99 0 32
"694" NA 59 0 87 0
"695" NA 0 47 0 178
"696" 0.0159983174219058 22 19 42 12
"697" 0.0106205607156899 38 18 78 12
"698" NA 0 37 0 57
"699" 0.306329432230142 40 37 26 35
"700" 0.0602021317661604 16 25 22 76
"701" NA 49 0 101 0
"702" 0.229342042470891 17 23 24 53
"703" 0.0106528440608864 8 34 9 150
"704" NA 0 90 1 86
"705" 1 12 61 16 76
"706" 0.285395630401312 60 2 66 6
"707" NA 43 0 71 0
"708" 0.377494809082596 46 8 56 5
"709" 1 6 37 17 92
"710" 0.578605918939475 59 6 54 8
"711" NA 0 75 2 84
"712" NA 0 68 7 75
"713" 0.363879186357099 3 75 1 79
"714" 1 50 3 50 4
"715" 0.523578825246191 61 7 44 3
"716" 0.505201904426027 59 2 46 0
"717" 0.453983379805922 42 6 58 14
"718" 0.695628333447469 2 62 4 78
"719" NA 0 52 0 133
"720" NA 66 0 74 2
"721" 0.0538158638494732 13 40 44 64
"722" 1 9 46 15 69
"723" 0.231207866806276 11 42 11 78
"724" 0.778539247990521 29 7 49 9
"725" 0.720436573512925 34 3 98 7
"726" 0.0773682784950536 1 87 3 34
"727" 1 30 1 62 2
"728" 0.544651110555839 19 60 12 50
"729" 7.25568119562042e-05 37 21 25 59
"730" 0.0241481525408853 63 6 29 10
"731" 0.418914505712939 69 23 66 29
"732" 0.137071433999407 16 7 74 14
"733" 0.458764495361069 2 66 5 78
"734" 0.358590030151328 14 14 24 39
"735" 1 73 2 106 4
"736" 1 7 69 4 44
"737" 0.00136448152672436 6 59 22 47
"738" 0.0307344706171735 40 18 83 76
"739" 0.297564163854114 44 6 55 3
"740" 0.253000687395211 19 26 36 31
"741" 1 3 65 1 39
"742" NA 0 63 0 27
"743" 0.029155642228287 59 9 60 24
"744" NA 0 76 0 54
"745" NA 53 0 70 3
"746" 0.363652361411825 3 74 8 99
"747" NA 45 0 41 0
"748" 0.242757613488883 52 8 71 5
"749" 0.163133345288291 50 1 88 8
"750" NA 73 0 64 0
"751" NA 51 0 113 0
"752" 0.788231785135963 58 5 99 11
"753" NA 0 59 0 110
"754" 0.528726100975553 12 43 18 47
"755" 0.659692408226849 2 28 3 59
"756" 0.713027129531043 3 24 6 61
"757" 0.46884558221618 38 9 94 15
"758" 0.315874125235158 18 16 40 57
"759" 0.484544058854593 31 24 38 38
"760" 0.682880871140543 58 2 63 4
"761" 0.133420963877742 47 7 69 22
"762" 0.72350491593803 28 19 56 44
"763" NA 87 0 125 0
"764" NA 0 45 0 101
"765" 0.400176465444833 55 1 73 5
"766" 1 39 7 35 7
"767" 0.659765308379826 33 19 26 12
"768" 0.673828136415694 43 1 102 6
"769" 0.0592020055184043 36 1 34 7
"770" NA 33 0 69 0
"771" 0.605964292995457 7 48 11 98
"772" 0.406147249799982 1 47 5 73
"773" NA 0 56 2 90
"774" 0.807742068984505 8 27 16 61
"775" NA 42 0 77 0
"776" 0.661043123640085 19 36 12 30
"777" NA 34 0 96 0
"778" 0.833039180977137 49 13 64 15
"779" 0.823765573378887 17 52 10 36
"780" 0.307448150509339 1 61 3 42
"781" 0.0918036321883515 18 14 27 44
"782" NA 32 0 75 8
"783" 0.139531949776799 51 4 83 17
"784" 0.126072401407773 44 7 82 5
"785" 0.329517118835656 2 33 10 62
"786" 0.179539339042478 3 23 3 71
"787" 0.207771451403456 2 63 0 77
"788" 0.0618100715465962 12 33 14 90
"789" 0.0198288954598432 13 31 37 33
"790" 0.0854903844339401 22 38 40 37
"791" NA 59 0 136 0
"792" 0.522453297363236 24 12 80 29
